serie_id,genero_id,esPrincipal,relevancia,fechaAsignacion
ser_0108,gen_008,False,0.82,2020-08-27
ser_0109,gen_029,True,0.55,2022-10-01
ser_0110,gen_043,True,0.44,2023-02-15
ser_0111,gen_027,True,0.4,2021-08-25
ser_0112,gen_041,True,0.54,2021-11-26
ser_0112,gen_012,False,0.6,2021-09-24
ser_0112,gen_008,False,0.52,2023-02-06
ser_0113,gen_036,True,0.35,2025-03-23
ser_0113,gen_031,False,0.35,2021-10-24
ser_0114,gen_039,True,0.93,2023-10-02
ser_0114,gen_014,False,0.66,2023-04-12
ser_0114,gen_023,False,0.36,2020-04-25
ser_0115,gen_018,True,0.93,2024-05-08
ser_0115,gen_035,False,1.0,2021-11-08
ser_0116,gen_011,True,0.94,2021-03-12
ser_0116,gen_047,False,0.73,2024-05-28
ser_0117,gen_013,True,0.85,2024-10-18
ser_0117,gen_044,False,0.39,2020-06-17
ser_0118,gen_001,True,0.75,2023-06-16
ser_0119,gen_036,True,0.59,2022-12-28
ser_0120,gen_047,True,0.69,2020-11-09
ser_0120,gen_046,False,0.77,2022-08-24
ser_0120,gen_031,False,0.64,2020-07-29
ser_0121,gen_015,True,0.76,2024-06-06
ser_0121,gen_026,False,0.4,2023-11-20
ser_0122,gen_029,True,0.33,2022-02-25
ser_0122,gen_048,False,0.56,2023-04-29
ser_0122,gen_023,False,0.37,2025-03-26
ser_0123,gen_009,True,0.52,2024-10-17
ser_0123,gen_047,False,0.82,2022-11-26
ser_0123,gen_035,False,0.53,2024-10-29
ser_0124,gen_019,True,0.59,2024-08-09
ser_0124,gen_006,False,0.7,2021-02-24
ser_0125,gen_050,True,0.93,2020-06-27
ser_0126,gen_025,True,0.75,2023-01-14
ser_0126,gen_049,False,0.52,2020-02-28
ser_0127,gen_025,True,0.82,2020-09-13
ser_0128,gen_034,True,0.33,2024-01-07
ser_0129,gen_043,True,0.47,2022-04-17
ser_0129,gen_001,False,0.47,2021-04-17
ser_0129,gen_046,False,0.78,2024-02-23
ser_0130,gen_036,True,0.53,2020-12-17
ser_0131,gen_039,True,0.76,2022-05-25
ser_0132,gen_026,True,0.44,2025-01-07
ser_0132,gen_006,False,0.34,2022-06-20
ser_0133,gen_016,True,0.97,2020-06-09
ser_0133,gen_040,False,0.75,2021-08-18
ser_0133,gen_033,False,0.66,2023-10-27
ser_0134,gen_018,True,0.95,2021-02-11
ser_0134,gen_020,False,0.32,2022-08-08
ser_0135,gen_019,True,0.83,2022-07-12
ser_0135,gen_022,False,0.82,2022-08-18
ser_0135,gen_044,False,0.94,2020-09-05
ser_0136,gen_019,True,0.88,2021-12-10
ser_0136,gen_027,False,0.91,2022-10-23
ser_0136,gen_048,False,0.45,2022-04-02
ser_0137,gen_013,True,0.83,2024-12-18
ser_0138,gen_015,True,0.79,2021-02-07
ser_0138,gen_016,False,0.33,2022-07-24
ser_0139,gen_023,True,0.65,2022-02-16
ser_0139,gen_030,False,0.58,2020-04-24
ser_0139,gen_045,False,0.62,2020-04-29
ser_0140,gen_022,True,0.32,2024-01-12
ser_0141,gen_028,True,0.96,2023-03-24
ser_0141,gen_003,False,0.75,2022-01-01
ser_0142,gen_033,True,0.96,2023-12-28
ser_0143,gen_028,True,0.36,2020-04-06
ser_0144,gen_033,True,0.59,2021-12-09
ser_0144,gen_040,False,0.9,2024-02-14
ser_0145,gen_009,True,0.57,2021-06-05
ser_0146,gen_018,True,0.75,2021-06-15
ser_0146,gen_007,False,0.34,2023-10-09
ser_0147,gen_001,True,0.83,2021-06-16
ser_0147,gen_044,False,0.44,2022-06-11
ser_0148,gen_019,True,0.52,2024-05-31
ser_0148,gen_033,False,0.84,2020-04-12
ser_0148,gen_014,False,0.3,2024-12-11
ser_0149,gen_036,True,0.76,2020-11-14
ser_0150,gen_033,True,0.64,2022-03-04
ser_0151,gen_014,True,0.39,2021-03-17
ser_0151,gen_034,False,0.8,2023-04-06
ser_0151,gen_036,False,0.74,2020-10-24
ser_0152,gen_006,True,0.37,2023-04-28
ser_0152,gen_037,False,0.7,2021-03-27
ser_0153,gen_007,True,0.63,2023-05-21
ser_0153,gen_040,False,0.39,2022-04-26
ser_0153,gen_035,False,0.53,2020-07-18
ser_0154,gen_005,True,0.55,2022-05-12
ser_0154,gen_030,False,0.82,2020-07-29
ser_0154,gen_048,False,0.66,2022-11-30
ser_0155,gen_046,True,0.78,2021-10-16
ser_0155,gen_029,False,0.82,2020-09-15
ser_0156,gen_009,True,0.72,2020-06-26
ser_0156,gen_020,False,0.53,2023-11-06
ser_0157,gen_040,True,0.66,2025-01-31
ser_0157,gen_015,False,0.86,2024-09-03
ser_0157,gen_011,False,0.58,2022-06-12
ser_0158,gen_048,True,0.64,2022-09-28
ser_0158,gen_006,False,0.44,2021-02-26
ser_0159,gen_040,True,0.84,2022-08-01
ser_0160,gen_037,True,0.38,2021-10-29
ser_0160,gen_016,False,0.4,2024-06-12
ser_0161,gen_032,True,0.86,2024-05-23
ser_0161,gen_044,False,0.86,2021-12-02
ser_0161,gen_028,False,0.73,2022-10-04
ser_0162,gen_043,True,0.34,2024-10-30
ser_0162,gen_024,False,0.66,2020-09-18
ser_0163,gen_028,True,0.91,2023-07-06
ser_0163,gen_049,False,0.84,2020-08-13
ser_0164,gen_014,True,0.38,2020-12-13
ser_0164,gen_039,False,0.63,2024-04-20
ser_0165,gen_017,True,0.79,2022-04-26
ser_0165,gen_035,False,0.42,2020-07-09
ser_0166,gen_013,True,0.46,2021-11-14
ser_0166,gen_019,False,0.32,2021-02-17
ser_0166,gen_008,False,0.5,2020-01-26
ser_0167,gen_031,True,0.59,2023-07-23
ser_0167,gen_020,False,0.97,2022-06-22
ser_0167,gen_038,False,0.53,2021-09-09
ser_0168,gen_048,True,0.79,2021-09-15
ser_0168,gen_019,False,0.8,2023-01-08
ser_0168,gen_028,False,0.4,2022-11-21
ser_0169,gen_014,True,0.99,2023-09-12
ser_0169,gen_040,False,0.42,2024-04-01
ser_0170,gen_022,True,0.93,2022-11-10
ser_0171,gen_032,True,0.87,2025-01-16
ser_0171,gen_031,False,0.85,2020-04-28
ser_0171,gen_018,False,0.45,2020-05-13
ser_0172,gen_005,True,0.52,2023-09-24
ser_0172,gen_014,False,0.57,2020-04-20
ser_0173,gen_046,True,0.53,2022-05-06
ser_0173,gen_043,False,0.73,2025-02-26
ser_0173,gen_027,False,0.6,2024-03-05
ser_0174,gen_035,True,0.64,2021-06-29
ser_0175,gen_031,True,0.35,2021-09-22
ser_0175,gen_032,False,0.36,2021-11-26
ser_0176,gen_016,True,0.89,2025-03-03
ser_0176,gen_042,False,0.93,2023-08-03
ser_0176,gen_034,False,0.47,2024-11-04
ser_0177,gen_002,True,0.6,2024-05-09
ser_0178,gen_009,True,0.81,2023-06-25
ser_0178,gen_040,False,0.96,2022-05-13
ser_0179,gen_024,True,0.84,2025-04-28
ser_0179,gen_027,False,0.8,2020-03-28
ser_0180,gen_032,True,0.33,2021-04-28
ser_0180,gen_041,False,0.92,2021-04-22
ser_0181,gen_025,True,0.61,2023-10-24
ser_0182,gen_030,True,0.52,2020-07-13
ser_0182,gen_017,False,0.32,2024-02-15
ser_0183,gen_036,True,0.71,2025-01-21
ser_0183,gen_017,False,0.39,2024-04-30
ser_0183,gen_013,False,0.83,2022-11-30
ser_0184,gen_046,True,0.34,2020-01-26
ser_0185,gen_043,True,0.94,2021-07-17
ser_0186,gen_040,True,0.82,2021-11-17
ser_0187,gen_049,True,0.63,2023-11-02
ser_0187,gen_033,False,0.38,2024-12-12
ser_0187,gen_012,False,0.64,2023-11-08
ser_0188,gen_009,True,0.36,2020-01-23
ser_0188,gen_004,False,0.61,2022-03-19
ser_0188,gen_014,False,0.5,2022-06-11
ser_0189,gen_024,True,0.95,2022-08-30
ser_0189,gen_007,False,0.66,2022-11-06
ser_0189,gen_033,False,0.65,2025-01-29
ser_0190,gen_040,True,0.68,2021-09-15
ser_0190,gen_030,False,0.54,2022-10-22
ser_0190,gen_034,False,0.74,2024-01-25
ser_0191,gen_040,True,0.92,2022-08-10
ser_0191,gen_047,False,0.79,2022-09-04
ser_0192,gen_007,True,0.5,2023-05-11
ser_0193,gen_030,True,0.94,2023-05-17
ser_0194,gen_027,True,0.75,2023-06-07
ser_0194,gen_005,False,0.34,2022-02-08
ser_0195,gen_046,True,0.75,2023-03-15
ser_0195,gen_012,False,0.86,2020-07-16
ser_0195,gen_015,False,0.31,2024-10-27
ser_0196,gen_047,True,0.94,2025-04-26
ser_0196,gen_050,False,0.39,2022-10-07
ser_0196,gen_048,False,0.77,2022-03-25
ser_0197,gen_034,True,0.68,2023-09-14
ser_0197,gen_028,False,0.99,2023-03-16
ser_0198,gen_020,True,0.31,2021-01-18
ser_0198,gen_010,False,0.96,2025-04-07
ser_0198,gen_002,False,0.87,2020-05-03
ser_0199,gen_015,True,0.94,2021-06-19
ser_0199,gen_004,False,0.37,2021-07-12
ser_0199,gen_021,False,0.83,2020-03-21
ser_0200,gen_029,True,0.89,2024-07-09
ser_0200,gen_027,False,0.46,2021-11-21
ser_0200,gen_024,False,0.42,2023-02-26
ser_0201,gen_039,True,0.63,2020-04-18
ser_0201,gen_024,False,0.47,2023-07-15
ser_0202,gen_027,True,1.0,2023-01-10
ser_0202,gen_045,False,0.49,2025-04-12
ser_0202,gen_005,False,0.74,2023-03-07
ser_0203,gen_049,True,0.8,2022-09-05
ser_0204,gen_020,True,0.84,2021-02-25
ser_0205,gen_028,True,0.58,2020-10-20
ser_0205,gen_035,False,0.79,2023-03-08
ser_0205,gen_029,False,0.61,2022-10-02
ser_0206,gen_010,True,0.96,2025-04-09
ser_0206,gen_008,False,0.9,2021-11-17
ser_0207,gen_041,True,0.58,2020-05-19
ser_0207,gen_021,False,1.0,2024-01-17
ser_0208,gen_008,True,0.54,2021-02-08
ser_0209,gen_033,True,0.78,2021-09-14
ser_0209,gen_041,False,0.69,2024-09-05
ser_0209,gen_013,False,0.75,2024-11-12
ser_0210,gen_046,True,0.99,2020-05-15
ser_0210,gen_024,False,0.42,2025-02-11
ser_0210,gen_016,False,0.34,2022-11-30
ser_0211,gen_037,True,0.52,2024-05-13
ser_0211,gen_003,False,0.32,2020-12-25
ser_0212,gen_007,True,0.62,2021-03-16
ser_0212,gen_044,False,0.58,2021-05-30
ser_0213,gen_016,True,0.86,2024-01-20
ser_0214,gen_014,True,0.35,2021-09-04
ser_0215,gen_010,True,0.5,2023-07-06
ser_0215,gen_020,False,0.61,2024-06-30
ser_0215,gen_005,False,0.66,2025-01-14
ser_0216,gen_026,True,0.89,2024-04-04
ser_0216,gen_011,False,0.64,2024-12-12
ser_0217,gen_039,True,0.87,2024-01-29
ser_0217,gen_043,False,0.96,2024-01-30
ser_0218,gen_042,True,0.73,2020-07-20
ser_0219,gen_007,True,0.65,2022-10-12
ser_0220,gen_035,True,0.39,2023-12-22
ser_0220,gen_050,False,0.54,2020-06-26
ser_0221,gen_050,True,0.99,2024-02-08
ser_0221,gen_022,False,0.95,2023-11-01
ser_0222,gen_027,True,0.46,2021-07-14
ser_0222,gen_016,False,0.78,2023-09-18
ser_0222,gen_006,False,0.91,2025-03-27
ser_0223,gen_038,True,0.87,2023-06-28
ser_0223,gen_025,False,0.93,2023-12-02
ser_0224,gen_041,True,0.73,2022-03-14
ser_0224,gen_021,False,0.42,2020-07-07
ser_0224,gen_006,False,0.49,2022-09-18
ser_0225,gen_028,True,0.52,2023-11-14
ser_0226,gen_045,True,0.66,2020-11-29
ser_0226,gen_028,False,0.89,2025-03-05
ser_0226,gen_050,False,0.89,2022-06-23
ser_0227,gen_024,True,0.61,2020-07-16
ser_0227,gen_045,False,0.77,2022-08-06
ser_0227,gen_049,False,0.39,2020-05-14
ser_0228,gen_038,True,0.9,2023-09-04
ser_0228,gen_037,False,0.91,2024-06-01
ser_0228,gen_013,False,0.36,2022-02-16
ser_0229,gen_048,True,0.77,2024-03-20
ser_0229,gen_031,False,0.99,2023-07-28
ser_0229,gen_001,False,0.31,2020-09-17
ser_0230,gen_042,True,0.61,2024-10-30
ser_0231,gen_050,True,0.82,2021-09-18
ser_0231,gen_011,False,0.54,2022-06-25
ser_0232,gen_019,True,0.79,2020-01-22
ser_0232,gen_013,False,0.45,2023-01-21
ser_0232,gen_001,False,0.65,2023-07-28
ser_0233,gen_027,True,0.99,2021-08-10
ser_0234,gen_022,True,0.52,2023-05-07
ser_0234,gen_037,False,0.36,2024-04-11
ser_0235,gen_027,True,0.81,2024-08-31
ser_0235,gen_035,False,0.51,2023-08-26
ser_0235,gen_042,False,0.66,2023-11-28
ser_0236,gen_039,True,0.44,2020-12-31
ser_0236,gen_046,False,0.31,2024-01-18
ser_0237,gen_010,True,0.69,2025-03-22
ser_0237,gen_011,False,0.58,2022-08-22
ser_0237,gen_025,False,0.32,2023-11-03
ser_0238,gen_031,True,0.56,2024-02-20
ser_0239,gen_035,True,0.85,2021-08-10
ser_0239,gen_024,False,0.53,2023-12-15
ser_0240,gen_025,True,0.3,2020-10-20
ser_0240,gen_021,False,0.48,2022-05-07
ser_0240,gen_014,False,0.5,2020-02-06
ser_0241,gen_008,True,0.41,2021-12-09
ser_0241,gen_015,False,0.98,2022-01-29
ser_0241,gen_009,False,0.31,2020-06-04
ser_0242,gen_011,True,0.6,2021-09-18
ser_0243,gen_045,True,0.86,2024-02-05
ser_0244,gen_037,True,0.5,2025-01-29
ser_0245,gen_024,True,0.75,2022-06-27
ser_0245,gen_048,False,0.46,2021-08-09
ser_0246,gen_010,True,0.6,2020-10-24
ser_0246,gen_043,False,0.87,2021-06-02
ser_0246,gen_028,False,0.64,2022-05-27
ser_0247,gen_013,True,0.99,2020-11-07
ser_0248,gen_033,True,0.97,2020-05-04
ser_0248,gen_004,False,0.33,2021-06-06
ser_0248,gen_031,False,0.52,2024-05-01
ser_0249,gen_034,True,0.6,2020-08-19
ser_0249,gen_044,False,0.74,2023-09-03
ser_0249,gen_049,False,0.71,2023-05-09
ser_0250,gen_025,True,0.72,2023-09-09
ser_0250,gen_040,False,0.91,2024-05-19
ser_0250,gen_031,False,0.85,2021-04-03
ser_0251,gen_050,True,0.65,2024-01-23
ser_0251,gen_013,False,0.44,2022-07-02
ser_0251,gen_016,False,0.87,2023-02-08
ser_0252,gen_014,True,0.86,2022-12-05
ser_0252,gen_036,False,0.71,2022-12-20
ser_0252,gen_047,False,0.4,2022-11-16
ser_0253,gen_029,True,0.45,2024-11-17
ser_0254,gen_028,True,0.94,2022-02-14
ser_0254,gen_035,False,0.54,2024-03-01
ser_0254,gen_007,False,0.4,2021-11-12
ser_0255,gen_032,True,0.87,2023-07-24
ser_0256,gen_046,True,0.46,2023-01-17
ser_0256,gen_041,False,0.98,2021-04-21
ser_0256,gen_040,False,0.81,2022-01-07
ser_0257,gen_008,True,0.71,2022-12-06
ser_0258,gen_025,True,0.96,2021-06-07
ser_0259,gen_026,True,0.44,2021-03-03
ser_0259,gen_002,False,0.95,2020-12-27
ser_0259,gen_043,False,0.72,2024-09-11
ser_0260,gen_047,True,0.68,2022-08-07
ser_0260,gen_023,False,0.41,2024-01-13
ser_0260,gen_004,False,0.41,2023-09-19
ser_0261,gen_028,True,0.36,2020-04-25
ser_0261,gen_012,False,0.61,2022-06-20
ser_0261,gen_035,False,0.62,2022-06-28
ser_0262,gen_027,True,0.8,2023-12-07
ser_0262,gen_029,False,0.72,2020-06-03
ser_0262,gen_043,False,0.67,2020-05-18
ser_0263,gen_003,True,0.7,2021-06-26
ser_0263,gen_023,False,0.94,2022-10-23
ser_0263,gen_042,False,0.96,2023-03-21
ser_0264,gen_015,True,0.55,2023-11-18
ser_0264,gen_014,False,0.64,2020-03-28
ser_0264,gen_003,False,0.77,2020-11-19
ser_0265,gen_009,True,0.38,2023-12-23
ser_0265,gen_025,False,0.46,2020-11-06
ser_0266,gen_036,True,0.63,2021-01-19
ser_0266,gen_045,False,0.57,2020-08-10
ser_0267,gen_035,True,0.72,2023-06-11
ser_0267,gen_018,False,0.68,2022-04-17
ser_0267,gen_050,False,0.83,2020-06-15
ser_0268,gen_010,True,0.71,2020-02-13
ser_0269,gen_016,True,0.98,2021-01-08
ser_0269,gen_024,False,0.49,2022-04-05
ser_0270,gen_039,True,0.69,2022-09-01
ser_0271,gen_026,True,0.76,2022-12-07
ser_0272,gen_003,True,0.63,2023-02-06
ser_0272,gen_001,False,0.95,2023-12-18
ser_0273,gen_015,True,0.75,2023-11-23
ser_0273,gen_033,False,0.55,2024-05-05
ser_0274,gen_002,True,0.71,2024-07-20
ser_0275,gen_033,True,0.95,2023-03-10
ser_0275,gen_028,False,0.41,2023-11-29
ser_0275,gen_044,False,0.98,2023-08-13
ser_0276,gen_045,True,0.95,2020-05-12
ser_0276,gen_002,False,0.91,2023-06-16
ser_0277,gen_020,True,0.65,2022-08-14
ser_0278,gen_015,True,0.73,2022-02-06
ser_0278,gen_023,False,0.49,2024-09-08
ser_0278,gen_047,False,0.5,2024-06-15
ser_0279,gen_016,True,0.89,2023-06-20
ser_0279,gen_025,False,0.7,2020-07-24
ser_0280,gen_004,True,0.94,2023-05-24
