usuario_id,serie_id,fecha,porcentajeVisto,completada
usr_0011,ser_2907,2024-12-15,0.51,False
usr_0011,ser_2472,2025-01-15,0.66,False
usr_0012,ser_2943,2024-06-10,0.64,False
usr_0012,ser_2904,2023-01-25,0.71,False
usr_0012,ser_1193,2023-11-29,0.19,False
usr_0012,ser_1199,2025-04-15,0.62,False
usr_0012,ser_0184,2023-09-15,0.48,False
usr_0012,ser_2486,2023-09-28,0.59,False
usr_0012,ser_0537,2023-06-08,0.73,False
usr_0012,ser_2482,2023-05-26,0.54,False
usr_0012,ser_0175,2023-03-05,0.46,False
usr_0012,ser_0730,2023-09-04,0.65,False
usr_0012,ser_1107,2024-08-20,0.69,False
usr_0012,ser_1379,2024-11-05,0.11,False
usr_0012,ser_2791,2024-07-25,0.38,False
usr_0012,ser_1644,2023-02-07,0.24,False
usr_0012,ser_1933,2024-10-24,0.97,True
usr_0012,ser_0004,2024-04-18,0.82,False
usr_0012,ser_1276,2023-09-23,0.22,False
usr_0012,ser_0142,2023-10-14,0.94,False
usr_0012,ser_2255,2024-06-13,0.22,False
usr_0012,ser_2415,2023-08-10,0.61,False
usr_0012,ser_0688,2023-03-29,0.29,False
usr_0012,ser_0086,2025-01-31,0.59,False
usr_0012,ser_1808,2024-07-24,0.54,False
usr_0012,ser_1442,2024-09-09,0.39,False
usr_0012,ser_2675,2023-06-03,0.24,False
usr_0012,ser_1503,2023-03-27,0.92,False
usr_0012,ser_2084,2024-05-16,0.45,False
usr_0012,ser_1015,2025-04-07,0.97,True
usr_0012,ser_1101,2024-06-05,0.82,False
usr_0013,ser_1341,2023-01-04,0.29,False
usr_0013,ser_2011,2024-03-01,0.29,False
usr_0013,ser_2169,2023-05-10,0.75,False
usr_0013,ser_1840,2023-11-17,0.49,False
usr_0013,ser_2787,2024-11-21,0.34,False
usr_0013,ser_2300,2023-08-23,0.25,False
usr_0013,ser_1623,2023-12-21,0.99,True
usr_0013,ser_0877,2023-06-28,0.18,False
usr_0013,ser_1551,2023-08-23,0.44,False
usr_0013,ser_2746,2024-05-01,0.37,False
usr_0013,ser_0137,2023-10-22,0.41,False
usr_0013,ser_2314,2024-07-21,0.38,False
usr_0013,ser_2824,2024-09-19,0.7,False
usr_0013,ser_0407,2024-12-13,0.6,False
usr_0013,ser_1751,2023-10-09,0.12,False
usr_0013,ser_1884,2024-07-20,0.89,False
usr_0013,ser_0552,2024-07-26,0.36,False
usr_0013,ser_0460,2023-08-22,0.7,False
usr_0013,ser_1139,2023-05-12,0.32,False
usr_0013,ser_2667,2025-03-26,0.61,False
usr_0013,ser_1026,2024-07-18,0.98,True
usr_0013,ser_0598,2023-03-17,0.13,False
usr_0013,ser_2255,2023-08-24,0.74,False
usr_0013,ser_1729,2024-10-23,0.73,False
usr_0013,ser_1618,2024-02-16,0.88,False
usr_0013,ser_0404,2024-05-01,0.39,False
usr_0013,ser_2542,2024-08-18,0.53,False
usr_0014,ser_0890,2024-08-27,0.15,False
usr_0014,ser_2516,2023-12-02,0.46,False
usr_0014,ser_1501,2024-12-01,0.64,False
usr_0014,ser_2060,2024-05-16,0.51,False
usr_0014,ser_1064,2023-09-27,0.4,False
usr_0014,ser_2071,2024-12-06,0.65,False
usr_0014,ser_1914,2024-10-14,0.12,False
usr_0014,ser_1463,2023-07-25,0.48,False
usr_0014,ser_1790,2023-11-21,0.46,False
usr_0014,ser_1111,2024-04-02,0.49,False
usr_0014,ser_0353,2023-07-02,0.71,False
usr_0014,ser_1853,2023-10-06,0.76,False
usr_0014,ser_1446,2024-05-29,0.16,False
usr_0014,ser_1057,2023-04-27,0.61,False
usr_0014,ser_2672,2024-12-31,0.49,False
usr_0014,ser_0496,2023-02-10,0.95,True
usr_0014,ser_0374,2024-06-14,0.16,False
usr_0014,ser_0921,2024-09-04,0.56,False
usr_0014,ser_1796,2024-11-07,0.4,False
usr_0014,ser_1238,2024-10-02,0.35,False
usr_0014,ser_1911,2024-08-31,0.51,False
usr_0014,ser_2530,2023-07-10,0.27,False
usr_0014,ser_2347,2024-05-02,0.65,False
usr_0014,ser_0541,2025-02-18,0.19,False
usr_0015,ser_2821,2023-02-01,0.65,False
usr_0015,ser_1697,2025-04-01,0.23,False
usr_0015,ser_1567,2024-10-05,0.85,False
usr_0015,ser_0897,2023-03-03,0.43,False
usr_0015,ser_2734,2024-07-25,0.54,False
usr_0015,ser_0426,2024-02-19,0.33,False
usr_0015,ser_0387,2023-12-14,0.43,False
usr_0015,ser_0099,2025-01-20,0.88,False
usr_0015,ser_1665,2024-06-14,0.36,False
usr_0015,ser_1901,2024-05-31,0.13,False
usr_0015,ser_0934,2023-12-01,0.53,False
usr_0015,ser_2623,2025-01-13,0.65,False
usr_0016,ser_2960,2025-02-09,0.78,False
usr_0016,ser_1794,2024-01-23,0.13,False
usr_0016,ser_2345,2023-10-30,0.63,False
usr_0016,ser_1576,2023-05-18,0.44,False
usr_0016,ser_0588,2024-07-09,0.95,True
usr_0016,ser_2880,2024-10-14,0.48,False
usr_0016,ser_1009,2023-05-14,0.91,False
usr_0016,ser_2458,2024-03-28,0.89,False
usr_0016,ser_2360,2023-08-12,0.7,False
usr_0016,ser_0976,2024-05-25,0.19,False
usr_0016,ser_2517,2023-12-04,0.67,False
usr_0016,ser_2439,2024-06-07,0.83,False
usr_0016,ser_0799,2024-03-01,0.78,False
usr_0016,ser_1986,2024-03-08,0.31,False
usr_0016,ser_1363,2024-02-13,0.27,False
usr_0016,ser_2303,2024-05-31,0.32,False
usr_0017,ser_0382,2024-11-08,0.58,False
usr_0017,ser_0271,2025-03-11,0.44,False
usr_0017,ser_0835,2023-09-13,0.36,False
usr_0017,ser_1491,2023-08-12,0.23,False
usr_0017,ser_0467,2025-04-04,0.33,False
usr_0017,ser_0928,2024-12-31,0.15,False
usr_0017,ser_0411,2025-01-28,0.87,False
usr_0017,ser_0955,2023-07-07,0.36,False
usr_0017,ser_1580,2024-08-31,0.54,False
usr_0017,ser_2417,2024-11-06,0.39,False
usr_0017,ser_2694,2025-01-12,0.78,False
usr_0017,ser_1374,2023-12-09,0.16,False
usr_0017,ser_0111,2025-01-17,0.74,False
usr_0017,ser_0308,2024-06-25,0.12,False
usr_0017,ser_1688,2023-08-20,0.2,False
usr_0017,ser_0701,2023-09-09,0.16,False
usr_0017,ser_0049,2023-10-01,0.97,True
usr_0017,ser_2369,2024-07-17,0.81,False
usr_0017,ser_2139,2024-05-22,0.18,False
usr_0017,ser_2477,2023-07-09,0.79,False
usr_0017,ser_0432,2024-04-16,0.51,False
usr_0017,ser_2503,2024-01-31,0.1,False
usr_0017,ser_1935,2024-09-15,0.22,False
usr_0017,ser_2095,2024-02-15,1.0,True
usr_0017,ser_2172,2024-12-09,0.74,False
usr_0017,ser_2563,2023-07-29,0.94,False
usr_0018,ser_2041,2025-03-09,0.83,False
usr_0018,ser_1549,2023-07-27,0.4,False
usr_0018,ser_0198,2024-07-01,0.43,False
usr_0018,ser_2888,2024-12-28,0.96,True
usr_0018,ser_0776,2023-11-09,0.17,False
usr_0018,ser_1869,2023-12-19,0.49,False
usr_0018,ser_0560,2023-09-07,0.79,False
usr_0018,ser_1218,2024-09-18,0.96,True
usr_0018,ser_2221,2023-12-07,1.0,True
usr_0018,ser_2977,2024-11-04,0.95,True
usr_0018,ser_2948,2024-08-26,0.6,False
usr_0018,ser_0217,2023-10-26,0.24,False
usr_0018,ser_1495,2024-10-12,0.95,True
usr_0018,ser_1965,2024-05-07,0.33,False
usr_0018,ser_0485,2023-07-14,0.41,False
usr_0018,ser_0438,2023-03-04,0.49,False
usr_0018,ser_2732,2024-06-23,0.7,False
usr_0018,ser_2144,2024-02-15,0.49,False
usr_0018,ser_1878,2024-05-06,0.12,False
usr_0018,ser_0144,2024-04-04,0.2,False
usr_0018,ser_0338,2024-03-20,0.19,False
usr_0018,ser_2969,2025-02-20,0.28,False
usr_0018,ser_0874,2023-01-29,0.84,False
usr_0018,ser_2684,2024-10-25,0.1,False
usr_0018,ser_2995,2023-01-17,0.47,False
usr_0018,ser_2816,2024-02-04,0.86,False
usr_0018,ser_0649,2025-01-29,0.84,False
usr_0018,ser_2257,2023-10-14,0.52,False
usr_0018,ser_1855,2023-05-02,0.32,False
usr_0018,ser_0700,2024-05-17,0.57,False
usr_0019,ser_2309,2023-03-18,0.78,False
usr_0019,ser_1616,2025-02-14,0.72,False
usr_0019,ser_1651,2023-04-10,0.47,False
usr_0019,ser_2558,2023-03-11,0.9,False
usr_0019,ser_0512,2023-03-10,0.98,True
usr_0019,ser_2495,2024-01-01,0.65,False
usr_0019,ser_0702,2024-02-15,0.29,False
usr_0019,ser_1351,2024-05-14,0.51,False
usr_0019,ser_1388,2023-06-09,0.93,False
usr_0019,ser_2933,2024-10-05,0.53,False
usr_0019,ser_1739,2023-11-05,0.63,False
usr_0019,ser_0969,2024-02-18,0.66,False
usr_0019,ser_2888,2025-03-18,0.59,False
usr_0019,ser_0064,2023-07-14,0.32,False
usr_0019,ser_0357,2024-10-27,0.24,False
usr_0019,ser_2491,2024-10-14,0.81,False
usr_0019,ser_2739,2024-09-23,0.57,False
usr_0019,ser_1554,2024-02-04,0.92,False
usr_0019,ser_0018,2023-02-21,0.57,False
usr_0020,ser_0405,2023-11-29,0.67,False
usr_0020,ser_2369,2023-04-16,0.53,False
usr_0020,ser_2020,2023-12-14,0.63,False
usr_0020,ser_1136,2023-10-25,0.53,False
usr_0020,ser_2219,2023-04-13,0.19,False
usr_0020,ser_2482,2024-08-20,0.26,False
usr_0020,ser_0956,2024-04-03,0.98,True
usr_0020,ser_1873,2023-03-31,0.92,False
usr_0020,ser_2559,2024-09-22,0.51,False
usr_0020,ser_2793,2025-04-12,0.17,False
usr_0020,ser_0851,2024-01-08,0.54,False
usr_0020,ser_0134,2024-07-22,0.6,False
usr_0020,ser_2716,2025-03-11,0.3,False
usr_0020,ser_1705,2024-04-14,0.75,False
usr_0020,ser_2769,2025-01-06,0.29,False
usr_0021,ser_2697,2024-02-04,0.88,False
usr_0021,ser_2542,2024-02-02,0.36,False
usr_0021,ser_2214,2025-02-15,0.47,False
usr_0021,ser_1991,2024-05-12,0.5,False
usr_0021,ser_1864,2024-05-09,0.78,False
usr_0021,ser_0594,2023-12-26,0.52,False
usr_0021,ser_2042,2023-05-22,0.45,False
usr_0021,ser_0880,2024-08-31,0.96,True
usr_0021,ser_1339,2024-02-22,0.21,False
usr_0021,ser_1544,2023-08-08,0.7,False
usr_0021,ser_1639,2024-02-10,0.58,False
usr_0021,ser_0222,2024-09-12,0.15,False
usr_0021,ser_1314,2025-01-25,0.36,False
usr_0021,ser_0127,2024-12-16,0.84,False
usr_0021,ser_2162,2023-10-16,0.58,False
usr_0021,ser_2582,2024-11-10,0.72,False
usr_0021,ser_1279,2024-08-11,0.66,False
usr_0021,ser_1370,2024-11-02,0.75,False
usr_0021,ser_1486,2024-09-12,0.17,False
usr_0021,ser_0352,2023-05-19,0.45,False
usr_0021,ser_1313,2024-02-03,0.37,False
usr_0021,ser_2057,2024-04-26,0.76,False
usr_0021,ser_0693,2023-06-13,0.86,False
usr_0021,ser_0679,2024-07-03,0.62,False
usr_0021,ser_2341,2024-03-06,0.68,False
usr_0021,ser_0700,2024-02-09,0.49,False
usr_0021,ser_1558,2023-07-06,0.13,False
usr_0021,ser_1245,2024-06-22,0.23,False
usr_0021,ser_2082,2024-08-29,0.18,False
usr_0021,ser_1948,2024-01-08,0.59,False
usr_0022,ser_2243,2024-07-13,0.4,False
usr_0022,ser_2093,2025-01-04,0.27,False
usr_0022,ser_0335,2023-07-27,0.96,True
usr_0022,ser_2643,2024-07-09,0.87,False
usr_0022,ser_1164,2024-06-13,0.36,False
usr_0022,ser_0596,2024-09-02,0.41,False
usr_0022,ser_2999,2023-02-12,0.35,False
usr_0022,ser_1730,2023-02-18,0.22,False
usr_0022,ser_2578,2024-11-18,0.15,False
usr_0022,ser_0476,2025-04-14,0.46,False
usr_0022,ser_0433,2025-03-30,0.9,False
usr_0022,ser_0238,2024-10-26,0.57,False
usr_0023,ser_2966,2023-10-31,0.73,False
usr_0023,ser_0566,2024-01-27,0.41,False
usr_0023,ser_2714,2023-04-29,0.68,False
usr_0023,ser_1019,2025-02-24,0.97,True
usr_0023,ser_0204,2025-01-25,0.25,False
usr_0023,ser_2138,2023-10-14,0.98,True
usr_0023,ser_2036,2023-03-09,0.85,False
usr_0023,ser_0892,2023-03-14,0.42,False
usr_0023,ser_1630,2023-02-25,0.34,False
usr_0023,ser_1787,2023-10-29,0.39,False
usr_0024,ser_1271,2024-01-08,0.7,False
usr_0024,ser_0415,2024-06-05,0.75,False
usr_0024,ser_1259,2024-02-23,0.52,False
usr_0024,ser_2715,2023-06-29,0.61,False
usr_0024,ser_1467,2024-06-07,0.57,False
usr_0024,ser_0858,2025-02-25,0.62,False
usr_0024,ser_2447,2023-02-17,0.93,False
usr_0024,ser_1959,2023-04-08,0.52,False
usr_0024,ser_1424,2023-03-14,0.23,False
usr_0024,ser_1654,2025-02-05,0.95,True
usr_0024,ser_1151,2024-11-17,0.52,False
usr_0024,ser_1830,2024-01-20,0.63,False
usr_0024,ser_0788,2024-07-21,0.55,False
usr_0024,ser_0595,2024-06-26,0.61,False
usr_0025,ser_0632,2023-01-26,0.51,False
usr_0025,ser_0928,2025-02-04,0.57,False
usr_0025,ser_2989,2024-08-17,0.77,False
usr_0025,ser_0695,2024-08-13,0.29,False
usr_0025,ser_1651,2025-01-17,0.67,False
usr_0025,ser_2996,2023-11-05,0.2,False
usr_0025,ser_0319,2023-09-05,0.59,False
usr_0025,ser_2535,2023-09-16,0.71,False
usr_0025,ser_1084,2023-09-23,0.38,False
usr_0025,ser_1512,2024-01-06,0.52,False
usr_0026,ser_2501,2023-03-23,0.87,False
usr_0026,ser_0954,2023-09-12,0.45,False
usr_0026,ser_0961,2024-07-22,0.47,False
usr_0026,ser_0787,2025-03-09,0.11,False
usr_0026,ser_0418,2023-02-03,0.23,False
usr_0026,ser_2072,2023-04-19,0.78,False
usr_0026,ser_2692,2024-02-04,0.33,False
usr_0026,ser_0651,2023-02-23,0.21,False
usr_0026,ser_1894,2024-11-14,0.83,False
usr_0026,ser_2398,2025-01-29,0.15,False
usr_0026,ser_2800,2023-02-17,0.54,False
usr_0026,ser_1373,2025-04-22,0.76,False
usr_0026,ser_2984,2024-06-23,0.76,False
usr_0026,ser_0637,2023-05-29,0.5,False
usr_0026,ser_2360,2024-07-19,0.9,False
usr_0027,ser_0878,2025-04-05,0.89,False
usr_0027,ser_0446,2023-03-12,0.56,False
usr_0027,ser_0861,2024-05-16,0.66,False
usr_0027,ser_2392,2024-12-13,0.47,False
usr_0027,ser_0799,2023-12-08,0.33,False
usr_0027,ser_0829,2023-06-28,0.18,False
usr_0027,ser_1692,2024-04-27,0.19,False
usr_0027,ser_1200,2025-02-05,0.88,False
usr_0027,ser_0621,2024-06-11,0.96,True
usr_0027,ser_2012,2024-09-05,0.3,False
usr_0027,ser_2638,2023-05-19,0.77,False
usr_0027,ser_0324,2023-07-25,0.62,False
usr_0027,ser_1785,2024-07-31,0.85,False
usr_0027,ser_0145,2024-06-28,0.84,False
usr_0027,ser_1837,2024-12-05,0.37,False
usr_0027,ser_0093,2024-07-24,0.85,False
usr_0027,ser_2356,2024-01-04,0.55,False
usr_0027,ser_1535,2023-12-28,0.14,False
usr_0027,ser_2210,2023-02-06,0.65,False
usr_0027,ser_1715,2024-01-21,1.0,True
usr_0027,ser_2782,2023-03-24,0.86,False
usr_0027,ser_1382,2025-01-31,0.6,False
usr_0027,ser_0591,2023-08-25,0.72,False
usr_0027,ser_2803,2023-01-12,0.23,False
usr_0027,ser_0928,2023-10-11,0.58,False
usr_0028,ser_1356,2025-02-04,0.18,False
usr_0028,ser_2392,2024-04-04,0.43,False
usr_0028,ser_2065,2023-01-26,0.68,False
usr_0028,ser_2683,2023-07-10,0.43,False
usr_0028,ser_1800,2024-01-17,0.7,False
usr_0028,ser_0462,2025-03-12,0.62,False
usr_0028,ser_1500,2023-04-18,0.46,False
usr_0028,ser_2156,2023-05-13,0.79,False
usr_0028,ser_2285,2024-07-11,0.65,False
usr_0028,ser_2985,2024-02-29,0.78,False
usr_0028,ser_0409,2025-01-19,0.95,True
usr_0028,ser_0349,2023-06-08,0.78,False
usr_0028,ser_2840,2024-12-18,0.7,False
usr_0028,ser_2534,2024-05-31,0.12,False
usr_0028,ser_0877,2024-03-11,0.84,False
usr_0028,ser_2175,2023-06-16,0.79,False
usr_0028,ser_1280,2023-02-24,0.8,False
usr_0028,ser_0430,2023-11-30,0.78,False
usr_0028,ser_2973,2023-11-18,0.63,False
usr_0028,ser_1318,2023-03-08,0.87,False
usr_0028,ser_2394,2023-01-06,0.58,False
usr_0028,ser_0711,2023-05-24,0.12,False
usr_0028,ser_1317,2023-11-19,0.39,False
usr_0028,ser_0179,2023-10-08,0.1,False
usr_0028,ser_1076,2025-02-20,0.28,False
usr_0028,ser_0224,2024-10-09,0.29,False
usr_0029,ser_1187,2024-03-19,0.34,False
usr_0029,ser_2952,2023-12-10,0.13,False
usr_0029,ser_2254,2023-11-09,0.39,False
usr_0029,ser_0447,2024-06-26,0.95,True
usr_0029,ser_0402,2023-04-18,0.76,False
