usuario_id,serie_id,fecha,puntuacion,notificado
usr_0012,ser_1107,2024-08-20,8.9,False
usr_0012,ser_1379,2024-11-05,8.46,True
usr_0012,ser_2791,2024-07-25,6.92,False
usr_0012,ser_1644,2023-02-07,9.85,False
usr_0012,ser_0688,2023-03-29,7.97,True
usr_0012,ser_0086,2025-01-31,8.95,False
usr_0012,ser_1808,2024-07-24,9.63,True
usr_0012,ser_1503,2023-03-27,6.65,True
usr_0012,ser_2084,2024-05-16,8.48,False
usr_0013,ser_2169,2023-05-10,9.68,False
usr_0013,ser_1840,2023-11-17,7.44,True
usr_0013,ser_2787,2024-11-21,6.54,False
usr_0013,ser_2300,2023-08-23,8.77,False
usr_0013,ser_0877,2023-06-28,6.47,True
usr_0013,ser_1551,2023-08-23,9.76,False
usr_0013,ser_2314,2024-07-21,9.63,False
usr_0013,ser_2824,2024-09-19,9.3,True
usr_0013,ser_1884,2024-07-20,8.23,True
usr_0013,ser_0552,2024-07-26,8.56,False
usr_0013,ser_2667,2025-03-26,9.32,False
usr_0013,ser_1618,2024-02-16,6.46,True
usr_0013,ser_0404,2024-05-01,8.87,True
usr_0014,ser_0890,2024-08-27,6.44,False
usr_0014,ser_1501,2024-12-01,9.43,False
usr_0014,ser_1064,2023-09-27,6.44,True
usr_0014,ser_1914,2024-10-14,7.41,False
usr_0014,ser_1790,2023-11-21,7.99,False
usr_0014,ser_1111,2024-04-02,8.17,True
usr_0014,ser_1446,2024-05-29,6.18,False
usr_0014,ser_1057,2023-04-27,6.73,True
usr_0014,ser_0496,2023-02-10,8.94,True
usr_0014,ser_0921,2024-09-04,9.03,False
usr_0014,ser_1238,2024-10-02,9.55,False
usr_0014,ser_1911,2024-08-31,9.92,True
usr_0014,ser_2347,2024-05-02,7.15,False
usr_0015,ser_2821,2023-02-01,8.41,False
usr_0015,ser_0897,2023-03-03,7.97,False
usr_0015,ser_2623,2025-01-13,6.7,True
usr_0016,ser_2960,2025-02-09,7.31,False
usr_0016,ser_1794,2024-01-23,9.55,False
usr_0016,ser_1576,2023-05-18,8.34,False
usr_0016,ser_2458,2024-03-28,9.63,False
usr_0016,ser_2360,2023-08-12,6.78,True
usr_0016,ser_0976,2024-05-25,7.02,True
usr_0016,ser_2439,2024-06-07,7.03,True
usr_0016,ser_0799,2024-03-01,9.23,False
usr_0016,ser_1986,2024-03-08,9.33,False
usr_0017,ser_0382,2024-11-08,8.6,True
usr_0017,ser_2417,2024-11-06,7.21,True
usr_0017,ser_2694,2025-01-12,7.26,False
usr_0017,ser_2477,2023-07-09,6.35,False
usr_0017,ser_1935,2024-09-15,9.78,False
usr_0017,ser_2563,2023-07-29,8.01,True
usr_0018,ser_2888,2024-12-28,6.19,True
usr_0018,ser_0776,2023-11-09,8.36,False
usr_0018,ser_2948,2024-08-26,6.03,False
usr_0018,ser_1495,2024-10-12,9.26,False
usr_0018,ser_1878,2024-05-06,8.69,False
usr_0018,ser_0874,2023-01-29,6.68,True
usr_0018,ser_2816,2024-02-04,6.03,True
usr_0018,ser_2257,2023-10-14,8.51,False
usr_0018,ser_1855,2023-05-02,7.68,False
usr_0019,ser_1616,2025-02-14,8.13,True
usr_0019,ser_1651,2023-04-10,8.28,False
usr_0019,ser_0512,2023-03-10,8.83,True
usr_0019,ser_2495,2024-01-01,6.07,False
usr_0019,ser_1388,2023-06-09,8.26,True
usr_0019,ser_1739,2023-11-05,6.29,False
usr_0019,ser_0969,2024-02-18,7.53,False
usr_0020,ser_2020,2023-12-14,7.24,False
usr_0020,ser_2482,2024-08-20,6.45,True
usr_0020,ser_0956,2024-04-03,9.01,True
usr_0020,ser_0851,2024-01-08,8.85,True
usr_0020,ser_0134,2024-07-22,9.12,True
usr_0020,ser_1705,2024-04-14,8.17,False
usr_0020,ser_2769,2025-01-06,6.38,True
usr_0021,ser_2542,2024-02-02,6.26,False
usr_0021,ser_2214,2025-02-15,9.29,True
usr_0021,ser_0880,2024-08-31,6.78,False
usr_0021,ser_1339,2024-02-22,6.39,False
usr_0021,ser_1544,2023-08-08,7.03,True
usr_0021,ser_1639,2024-02-10,7.17,False
usr_0021,ser_1314,2025-01-25,6.25,False
usr_0021,ser_0127,2024-12-16,6.43,False
usr_0021,ser_2162,2023-10-16,7.89,True
usr_0021,ser_1313,2024-02-03,9.29,False
usr_0021,ser_0700,2024-02-09,7.78,True
usr_0021,ser_1558,2023-07-06,7.69,False
usr_0021,ser_2082,2024-08-29,6.62,False
usr_0021,ser_1948,2024-01-08,7.94,False
usr_0022,ser_2243,2024-07-13,8.61,True
usr_0022,ser_0596,2024-09-02,6.86,False
usr_0022,ser_0476,2025-04-14,7.07,True
usr_0023,ser_0566,2024-01-27,6.74,False
usr_0023,ser_1019,2025-02-24,9.81,False
usr_0023,ser_2036,2023-03-09,8.31,False
usr_0023,ser_0892,2023-03-14,8.92,False
usr_0024,ser_1271,2024-01-08,6.62,False
usr_0024,ser_1259,2024-02-23,9.64,False
usr_0024,ser_2715,2023-06-29,9.08,True
usr_0024,ser_2447,2023-02-17,7.19,True
usr_0024,ser_1959,2023-04-08,9.29,False
usr_0024,ser_0788,2024-07-21,6.68,False
usr_0024,ser_0595,2024-06-26,6.27,True
usr_0025,ser_0632,2023-01-26,9.73,True
usr_0025,ser_0928,2025-02-04,7.97,True
usr_0025,ser_0695,2024-08-13,7.27,False
usr_0026,ser_2501,2023-03-23,6.88,True
usr_0026,ser_0651,2023-02-23,9.33,False
usr_0026,ser_2398,2025-01-29,7.26,False
usr_0026,ser_2800,2023-02-17,9.64,False
usr_0026,ser_2984,2024-06-23,6.36,False
usr_0027,ser_2392,2024-12-13,8.57,False
usr_0027,ser_0799,2023-12-08,9.75,False
usr_0027,ser_1692,2024-04-27,8.57,False
usr_0027,ser_2012,2024-09-05,6.11,True
usr_0027,ser_2638,2023-05-19,9.08,False
usr_0027,ser_1837,2024-12-05,6.3,False
usr_0027,ser_0093,2024-07-24,9.69,True
usr_0027,ser_1535,2023-12-28,9.14,True
usr_0027,ser_2803,2023-01-12,9.79,False
usr_0028,ser_1356,2025-02-04,7.0,False
usr_0028,ser_2683,2023-07-10,9.52,True
usr_0028,ser_1500,2023-04-18,8.03,False
usr_0028,ser_0409,2025-01-19,9.04,False
usr_0028,ser_1280,2023-02-24,9.92,True
usr_0028,ser_2973,2023-11-18,9.7,False
usr_0028,ser_0179,2023-10-08,8.0,True
usr_0028,ser_0224,2024-10-09,6.79,True
usr_0029,ser_1187,2024-03-19,7.51,False
usr_0029,ser_0402,2023-04-18,9.37,True
usr_0029,ser_2180,2023-04-12,9.88,False
usr_0029,ser_2850,2024-06-03,9.02,False
usr_0030,ser_2898,2024-04-03,8.95,False
usr_0030,ser_1653,2023-09-30,9.74,False
usr_0030,ser_1457,2023-12-20,8.22,False
usr_0030,ser_0548,2025-01-10,8.26,False
usr_0030,ser_1625,2023-02-01,9.91,False
usr_0030,ser_2609,2025-03-24,9.87,False
usr_0030,ser_1417,2024-05-01,7.36,False
usr_0030,ser_0072,2023-03-17,8.49,True
usr_0030,ser_2118,2025-03-08,6.32,True
usr_0030,ser_1143,2023-10-02,7.84,False
usr_0030,ser_2822,2024-09-01,7.92,False
usr_0030,ser_0165,2024-08-24,8.14,False
usr_0030,ser_0483,2023-04-01,9.21,True
usr_0031,ser_1899,2024-09-05,9.19,False
usr_0031,ser_1538,2024-10-18,9.59,True
usr_0031,ser_1601,2023-05-10,6.42,True
usr_0031,ser_0039,2023-08-02,7.18,False
usr_0031,ser_0422,2024-11-21,7.76,False
usr_0031,ser_1156,2025-02-22,6.11,True
usr_0031,ser_1154,2024-04-21,9.41,False
usr_0031,ser_2741,2024-06-11,6.71,True
usr_0031,ser_0554,2024-07-15,9.2,True
usr_0032,ser_2365,2024-11-20,9.36,False
usr_0032,ser_1715,2023-07-03,7.95,False
usr_0032,ser_0258,2024-11-24,7.85,True
usr_0032,ser_0372,2024-04-26,8.62,True
usr_0032,ser_2978,2024-04-08,9.26,False
usr_0033,ser_0924,2024-10-15,9.43,False
usr_0033,ser_0456,2023-09-24,6.99,True
usr_0033,ser_2703,2024-12-04,7.21,False
usr_0034,ser_1567,2024-04-19,7.69,True
usr_0034,ser_0947,2023-07-25,8.32,True
usr_0034,ser_0205,2025-01-22,9.32,True
usr_0035,ser_2747,2024-01-01,8.66,True
usr_0035,ser_0664,2025-02-12,8.44,False
usr_0035,ser_1162,2023-02-18,9.82,True
usr_0035,ser_2211,2024-04-22,8.99,False
usr_0036,ser_1974,2024-07-14,7.99,True
usr_0036,ser_2181,2024-04-15,6.56,False
usr_0036,ser_1944,2023-07-24,8.04,False
usr_0037,ser_0041,2025-04-03,8.39,False
usr_0037,ser_1889,2023-10-22,7.21,False
usr_0037,ser_1119,2023-08-17,7.64,True
usr_0037,ser_1141,2024-11-21,6.62,False
usr_0037,ser_0167,2024-01-09,6.04,True
usr_0037,ser_1146,2025-02-19,6.95,True
usr_0037,ser_1975,2023-05-15,7.76,True
usr_0038,ser_0183,2024-04-16,6.25,True
usr_0038,ser_2061,2024-09-07,9.68,False
usr_0038,ser_0041,2024-02-15,7.74,True
usr_0038,ser_2162,2023-09-01,6.26,True
usr_0038,ser_1039,2024-10-30,7.73,False
usr_0038,ser_1801,2023-10-12,9.19,False
usr_0039,ser_1751,2025-03-14,8.87,True
usr_0039,ser_0595,2023-05-25,7.8,True
usr_0039,ser_0243,2023-02-10,9.52,True
usr_0039,ser_1699,2023-04-18,8.95,False
usr_0039,ser_0808,2024-09-29,9.83,True
usr_0039,ser_1080,2023-06-26,6.32,True
usr_0039,ser_1930,2023-05-13,9.17,True
usr_0039,ser_1265,2023-08-24,9.51,True
usr_0039,ser_1478,2025-02-22,7.84,True
usr_0039,ser_1976,2023-08-03,6.99,False
usr_0040,ser_2962,2024-04-06,9.02,False
usr_0041,ser_0783,2023-01-25,9.09,False
usr_0041,ser_1115,2023-05-30,7.38,True
usr_0041,ser_1898,2024-04-28,9.09,True
usr_0041,ser_1907,2024-09-25,7.81,True
usr_0041,ser_2746,2023-12-24,6.57,True
usr_0041,ser_1903,2023-05-19,8.9,False
usr_0041,ser_0364,2024-05-12,7.72,False
usr_0041,ser_1007,2024-08-17,8.03,False
usr_0041,ser_0040,2023-01-31,7.1,True
usr_0041,ser_0610,2024-01-09,8.63,False
usr_0041,ser_2300,2024-07-11,9.95,False
usr_0041,ser_0782,2024-03-26,7.19,True
usr_0042,ser_2749,2024-04-08,7.38,True
usr_0042,ser_1888,2024-10-13,9.72,False
usr_0042,ser_1153,2023-09-06,6.03,False
usr_0042,ser_0848,2023-03-23,8.28,True
usr_0042,ser_2440,2023-02-05,9.51,False
usr_0042,ser_1373,2024-12-17,7.06,True
usr_0042,ser_0481,2025-03-05,9.71,False
usr_0042,ser_1157,2024-01-25,8.75,False
usr_0042,ser_0374,2025-03-06,9.13,False
usr_0042,ser_1481,2024-03-06,9.54,True
usr_0043,ser_0818,2023-06-19,6.34,False
usr_0043,ser_2859,2023-02-27,9.49,False
usr_0043,ser_1123,2023-05-19,9.11,True
usr_0043,ser_2226,2024-12-12,9.15,False
usr_0043,ser_0182,2024-11-10,6.38,True
usr_0043,ser_1286,2024-10-16,9.06,False
usr_0043,ser_2464,2025-02-22,7.02,True
usr_0043,ser_0074,2024-06-30,8.21,True
usr_0043,ser_1765,2023-07-08,9.76,False
usr_0043,ser_0338,2023-10-22,9.46,True
usr_0044,ser_1196,2024-03-04,9.46,True
usr_0044,ser_2029,2023-04-28,7.5,False
usr_0044,ser_1530,2023-09-19,8.27,True
usr_0044,ser_0595,2024-07-10,8.26,True
usr_0044,ser_2966,2023-04-15,7.5,True
usr_0044,ser_0761,2023-09-03,7.84,True
usr_0044,ser_2870,2025-03-16,8.17,False
usr_0044,ser_0269,2025-03-24,8.89,True
usr_0045,ser_1962,2024-06-04,6.91,False
usr_0045,ser_1588,2024-09-23,8.32,True
usr_0045,ser_0495,2025-04-19,8.38,False
usr_0045,ser_1915,2024-12-10,8.85,False
usr_0045,ser_1025,2025-03-13,7.63,False
usr_0045,ser_2088,2023-04-03,9.75,False
usr_0045,ser_0281,2024-04-16,6.49,False
usr_0046,ser_1303,2023-07-31,9.64,False
usr_0046,ser_2460,2023-01-30,9.37,True
usr_0046,ser_2292,2023-06-19,8.14,False
usr_0046,ser_1896,2025-04-20,9.16,False
usr_0046,ser_2427,2025-03-22,6.28,True
usr_0046,ser_2416,2023-10-06,8.94,True
usr_0046,ser_0316,2024-08-10,9.42,False
usr_0047,ser_2211,2025-01-04,8.65,False
usr_0047,ser_2209,2023-03-08,8.66,False
usr_0047,ser_2705,2025-04-27,7.46,False
usr_0049,ser_2532,2025-04-19,7.22,True
usr_0049,ser_0141,2024-11-25,8.86,False
usr_0049,ser_1597,2023-12-13,6.86,True
usr_0049,ser_1508,2023-03-08,7.86,True
usr_0049,ser_1713,2024-01-06,9.59,False
usr_0049,ser_1017,2024-11-29,9.69,True
usr_0049,ser_1528,2025-02-27,8.83,True
usr_0049,ser_1076,2023-08-02,8.92,False
usr_0049,ser_0223,2024-10-10,6.73,False
usr_0050,ser_1952,2024-12-05,9.34,True
usr_0050,ser_2978,2024-01-23,8.54,True
usr_0050,ser_1347,2023-03-31,7.1,True
usr_0050,ser_1711,2024-04-06,8.31,True
usr_0050,ser_2864,2025-04-06,6.73,False
usr_0050,ser_1917,2024-04-02,7.59,False
usr_0050,ser_0985,2023-07-19,8.71,False
usr_0051,ser_2759,2024-11-19,6.18,True
usr_0051,ser_2649,2025-02-23,8.02,False
usr_0051,ser_0566,2023-01-06,7.55,True
usr_0051,ser_1147,2024-02-19,7.23,False
usr_0051,ser_0704,2025-01-11,6.71,True
usr_0051,ser_2700,2024-06-19,7.25,False
usr_0051,ser_2897,2023-10-09,8.17,True
usr_0051,ser_2523,2023-02-17,6.42,True
usr_0051,ser_1291,2023-12-30,9.9,False
usr_0052,ser_2032,2023-04-03,8.49,True
usr_0052,ser_0980,2023-08-24,7.79,True
usr_0052,ser_2001,2023-06-14,8.64,False
usr_0052,ser_1953,2024-01-12,8.94,False
usr_0052,ser_0026,2023-07-08,8.92,True
usr_0052,ser_2109,2023-01-01,7.41,False
usr_0052,ser_0197,2023-05-21,9.99,False
usr_0052,ser_2322,2024-08-09,7.58,False
usr_0052,ser_0959,2024-02-13,9.5,True
usr_0052,ser_2335,2025-02-16,7.94,True
usr_0052,ser_1609,2025-02-24,7.27,False
usr_0052,ser_2042,2023-08-19,9.21,False
usr_0053,ser_2521,2024-10-01,8.58,True
usr_0053,ser_0753,2024-07-24,7.48,True
usr_0053,ser_0927,2023-12-03,9.25,True
usr_0053,ser_2013,2023-07-03,6.15,False
usr_0053,ser_1302,2023-06-03,7.73,True
usr_0053,ser_2352,2023-06-07,8.84,False
usr_0054,ser_1335,2024-10-20,7.61,True
usr_0054,ser_1097,2023-12-30,7.41,False
usr_0054,ser_1711,2023-06-21,8.2,False
usr_0054,ser_2713,2023-03-09,7.15,True
usr_0054,ser_0399,2024-04-09,8.65,False
usr_0054,ser_2518,2025-02-18,7.48,False
usr_0054,ser_1359,2025-02-11,9.23,True
usr_0054,ser_1193,2023-04-11,9.47,True
usr_0055,ser_0242,2024-05-21,8.01,False
usr_0055,ser_0939,2025-04-03,6.33,True
usr_0055,ser_2629,2024-08-31,9.33,True
usr_0055,ser_1477,2024-09-04,7.24,True
usr_0055,ser_0623,2023-11-02,8.97,False
usr_0055,ser_0471,2024-06-06,7.51,False
usr_0055,ser_0592,2025-03-20,9.98,False
usr_0055,ser_2443,2024-05-13,8.97,True
usr_0055,ser_2997,2024-05-14,8.1,False
usr_0055,ser_2137,2025-02-01,7.57,False
usr_0055,ser_1216,2025-03-24,6.49,True
usr_0055,ser_1194,2023-12-11,8.8,True
usr_0055,ser_2981,2024-08-02,8.83,False
usr_0056,ser_1701,2023-01-11,8.25,False
usr_0056,ser_0932,2023-02-08,7.38,True
usr_0056,ser_1101,2023-03-11,6.44,True
usr_0056,ser_0434,2023-01-13,8.49,True
usr_0056,ser_1257,2024-10-30,9.42,True
usr_0056,ser_1452,2023-04-02,6.77,True
usr_0056,ser_0123,2023-12-23,8.22,False
usr_0056,ser_0431,2023-11-29,8.99,False
usr_0056,ser_0807,2023-03-20,9.66,True
usr_0056,ser_0958,2025-03-24,9.01,False
usr_0057,ser_1587,2024-02-13,6.99,True
usr_0057,ser_2934,2025-04-06,7.47,True
usr_0057,ser_1244,2024-02-29,6.08,False
usr_0057,ser_1422,2024-08-17,6.65,False
usr_0058,ser_0862,2024-12-07,8.37,True
usr_0058,ser_1141,2025-04-27,6.5,False
usr_0058,ser_2328,2024-05-23,6.3,False
usr_0059,ser_0899,2023-02-07,6.69,True
usr_0059,ser_1492,2023-03-27,9.2,True
usr_0059,ser_2800,2023-11-16,7.0,False
usr_0059,ser_1501,2023-08-08,8.51,True
usr_0059,ser_2277,2023-03-19,9.29,True
usr_0059,ser_2392,2023-10-31,8.69,True
usr_0059,ser_0801,2024-03-07,8.0,False
usr_0059,ser_2001,2023-02-20,6.75,True
usr_0059,ser_0013,2024-12-02,7.85,False
usr_0060,ser_2984,2024-01-12,9.53,False
usr_0060,ser_2241,2023-01-06,9.18,False
usr_0060,ser_1540,2025-02-28,9.65,False
usr_0060,ser_1750,2025-02-01,9.76,True
usr_0060,ser_2594,2024-11-30,8.14,True
usr_0060,ser_2996,2024-03-11,8.15,False
usr_0060,ser_1349,2024-10-16,9.58,True
usr_0060,ser_0835,2024-06-01,8.75,False
usr_0060,ser_0077,2024-05-19,6.46,True
usr_0061,ser_0440,2025-01-18,6.16,False
usr_0061,ser_2868,2023-10-02,8.66,True
usr_0061,ser_0264,2024-12-11,7.81,False
usr_0061,ser_2964,2023-08-22,6.6,False
usr_0061,ser_1443,2024-03-30,6.39,True
usr_0061,ser_1127,2024-04-14,9.4,False
usr_0061,ser_2839,2024-05-21,8.17,True
usr_0061,ser_0023,2024-11-09,6.61,True
usr_0061,ser_0950,2024-07-07,7.8,True
usr_0061,ser_1600,2024-01-28,9.09,True
usr_0061,ser_1282,2023-04-05,9.43,False
usr_0062,ser_0151,2024-11-25,6.93,False
usr_0063,ser_0336,2023-12-28,7.29,False
usr_0063,ser_1811,2024-02-10,8.87,False
usr_0063,ser_2465,2023-04-15,8.28,True
usr_0063,ser_1932,2023-05-02,7.1,True
usr_0063,ser_0583,2025-03-06,8.92,False
usr_0063,ser_2626,2023-08-14,9.6,False
usr_0064,ser_1383,2023-11-17,8.51,False
usr_0065,ser_0019,2024-12-19,6.25,False
usr_0066,ser_1880,2023-10-30,7.67,False
usr_0066,ser_0559,2023-07-28,7.73,True
usr_0066,ser_2680,2024-01-09,9.38,False
usr_0066,ser_0921,2023-01-27,9.67,True
usr_0066,ser_0306,2023-08-04,9.15,True
usr_0066,ser_1579,2023-09-26,8.85,False
usr_0067,ser_0305,2023-12-27,8.79,False
usr_0067,ser_2497,2023-08-04,6.88,False
usr_0067,ser_2707,2024-06-03,8.91,True
usr_0067,ser_2678,2024-08-10,9.35,True
usr_0067,ser_2367,2023-06-30,9.46,False
usr_0067,ser_2921,2023-03-31,6.09,True
usr_0067,ser_1420,2024-09-24,8.58,True
usr_0067,ser_2107,2023-06-25,7.41,False
usr_0068,ser_2783,2023-05-10,7.23,True
usr_0068,ser_0570,2024-10-23,6.72,False
usr_0068,ser_2428,2024-01-16,6.26,False
usr_0068,ser_1295,2024-06-02,6.82,False
usr_0068,ser_1476,2024-12-09,6.11,True
usr_0068,ser_2376,2024-07-30,8.4,True
usr_0068,ser_0490,2025-01-15,7.36,True
usr_0068,ser_2945,2024-12-18,6.51,True
usr_0068,ser_0719,2023-06-07,6.91,False
usr_0068,ser_1333,2024-12-16,9.91,True
usr_0068,ser_2009,2024-03-25,6.7,True
usr_0069,ser_0779,2024-10-25,9.56,False
usr_0069,ser_1160,2023-12-08,6.43,False
usr_0070,ser_2397,2024-11-17,9.05,False
usr_0070,ser_2368,2023-11-30,8.12,False
usr_0070,ser_0532,2023-03-11,7.89,True
usr_0070,ser_1545,2023-07-19,9.29,False
usr_0070,ser_2089,2023-05-26,8.89,False
usr_0070,ser_2164,2023-05-01,9.02,True
usr_0070,ser_0601,2024-02-19,6.43,False
usr_0070,ser_0434,2023-08-12,6.93,True
usr_0070,ser_2243,2024-03-05,6.42,True
usr_0070,ser_2913,2025-03-11,8.56,False
usr_0070,ser_0074,2023-05-30,7.8,True
usr_0070,ser_1362,2023-11-24,7.22,True
usr_0071,ser_0681,2023-03-08,8.11,True
usr_0071,ser_2944,2024-09-24,7.24,True
usr_0072,ser_0252,2024-10-04,6.57,False
usr_0072,ser_1334,2024-01-17,7.15,False
usr_0072,ser_2844,2025-03-13,8.63,True
usr_0073,ser_0289,2024-05-29,8.64,True
usr_0073,ser_0708,2023-11-05,7.5,True
usr_0073,ser_1082,2024-08-10,9.53,True
usr_0073,ser_1274,2024-05-08,6.36,False
usr_0073,ser_0956,2023-01-25,9.59,True
usr_0073,ser_1879,2024-12-03,6.42,True
usr_0073,ser_0885,2024-10-05,8.21,True
usr_0073,ser_2096,2025-02-13,6.06,True
usr_0074,ser_0656,2023-08-20,6.58,True
usr_0074,ser_0246,2024-06-09,8.19,True
usr_0074,ser_2267,2023-11-25,9.08,True
usr_0074,ser_1734,2023-02-02,6.26,False
usr_0074,ser_1099,2025-03-01,8.91,False
usr_0074,ser_1526,2024-07-08,6.1,True
usr_0074,ser_0767,2023-07-09,6.1,False
usr_0074,ser_0796,2023-03-06,8.04,False
usr_0074,ser_0516,2023-04-05,7.66,True
usr_0074,ser_0105,2023-02-15,9.16,False
usr_0074,ser_2957,2024-01-23,8.71,True
usr_0074,ser_1454,2024-10-17,8.77,False
usr_0075,ser_2673,2024-08-03,9.17,True
usr_0075,ser_1354,2023-02-17,6.89,True
usr_0075,ser_0263,2023-01-27,9.2,False
usr_0076,ser_1996,2023-03-28,6.58,True
usr_0076,ser_2526,2024-04-20,6.44,False
usr_0076,ser_0608,2024-11-22,7.22,True
usr_0076,ser_1040,2024-05-29,9.2,True
usr_0076,ser_1720,2024-02-12,7.64,False
usr_0076,ser_2611,2025-03-15,7.87,False
usr_0076,ser_2495,2025-03-20,7.71,True
usr_0077,ser_1750,2024-06-28,7.75,True
usr_0077,ser_0365,2024-01-26,9.12,False
usr_0077,ser_1218,2023-07-01,9.6,True
usr_0077,ser_0192,2023-09-12,8.28,False
usr_0078,ser_2868,2023-06-15,6.25,False
usr_0078,ser_0200,2024-01-23,9.42,True
usr_0078,ser_0664,2023-04-23,6.14,True
usr_0078,ser_1568,2023-03-19,9.27,True
usr_0078,ser_2374,2024-04-18,7.05,False
usr_0078,ser_0583,2023-01-30,7.21,True
usr_0078,ser_1359,2023-01-17,6.28,False
usr_0078,ser_0529,2025-04-27,9.49,False
usr_0078,ser_2899,2024-12-10,6.04,False
