usuario_id,serie_id,fechaAgregado,prioridad,notificaciones
usr_0037,ser_1433,2024-10-20,3,False
usr_0037,ser_2195,2024-10-22,4,True
usr_0037,ser_1764,2024-08-14,1,True
usr_0037,ser_1249,2024-06-17,1,False
usr_0037,ser_0331,2024-04-25,4,True
usr_0038,ser_2659,2024-09-24,2,True
usr_0038,ser_2200,2024-02-08,5,False
usr_0038,ser_2689,2024-10-26,3,False
usr_0039,ser_2574,2024-04-18,1,True
usr_0039,ser_0590,2024-03-05,2,False
usr_0039,ser_1392,2024-11-30,2,False
usr_0039,ser_2037,2024-12-22,5,False
usr_0039,ser_0842,2024-09-01,4,False
usr_0039,ser_1261,2024-10-10,3,False
usr_0039,ser_2180,2024-05-15,4,False
usr_0040,ser_0214,2024-06-12,5,True
usr_0040,ser_2216,2024-01-27,1,True
usr_0040,ser_1032,2024-10-06,2,False
usr_0041,ser_0516,2024-03-20,1,False
usr_0041,ser_0507,2025-02-28,4,True
usr_0041,ser_2894,2025-04-13,4,True
usr_0041,ser_1485,2024-09-23,2,False
usr_0041,ser_1734,2024-05-03,4,True
usr_0041,ser_0665,2024-09-11,4,False
usr_0041,ser_2135,2024-05-09,4,False
usr_0041,ser_0526,2024-10-05,3,False
usr_0041,ser_0799,2024-06-18,2,True
usr_0042,ser_1054,2024-12-12,1,False
usr_0042,ser_2645,2025-04-25,5,True
usr_0042,ser_1800,2024-08-11,2,True
usr_0042,ser_1809,2024-04-25,1,True
usr_0042,ser_1128,2024-03-04,3,True
usr_0042,ser_2557,2024-10-24,4,False
usr_0042,ser_0016,2024-05-17,1,False
usr_0042,ser_0454,2024-04-20,3,True
usr_0043,ser_0298,2025-03-31,2,True
usr_0043,ser_2634,2024-11-01,1,False
usr_0043,ser_1113,2025-01-21,4,False
usr_0044,ser_2581,2025-04-14,2,True
usr_0044,ser_2911,2025-04-17,1,False
usr_0044,ser_1695,2024-11-21,5,False
usr_0045,ser_0828,2024-05-02,5,True
usr_0045,ser_1579,2024-07-27,2,True
usr_0045,ser_2415,2025-01-23,1,True
usr_0046,ser_1964,2024-08-22,1,False
usr_0046,ser_0692,2025-03-06,3,False
usr_0046,ser_0300,2024-10-04,3,False
usr_0046,ser_0849,2025-04-01,5,True
usr_0046,ser_0759,2024-09-27,2,True
usr_0046,ser_1130,2025-01-17,2,True
usr_0046,ser_2911,2025-03-21,3,True
usr_0047,ser_1694,2025-02-18,2,False
usr_0047,ser_2373,2024-09-27,1,False
usr_0047,ser_1379,2025-01-15,2,False
usr_0047,ser_0653,2024-01-09,5,True
usr_0047,ser_1072,2024-07-22,2,False
usr_0047,ser_2950,2024-12-09,2,False
usr_0047,ser_0732,2024-09-24,2,False
usr_0047,ser_1866,2024-06-25,2,True
usr_0047,ser_1398,2024-09-02,1,True
usr_0047,ser_2693,2025-03-07,2,False
usr_0048,ser_0059,2024-11-27,2,True
usr_0048,ser_2141,2024-11-25,3,False
usr_0048,ser_2483,2025-03-26,4,False
usr_0048,ser_2213,2024-06-21,1,False
usr_0048,ser_0597,2025-04-08,2,False
usr_0048,ser_0403,2025-01-25,4,True
usr_0048,ser_0871,2025-02-09,3,False
usr_0049,ser_0928,2024-08-18,3,False
usr_0049,ser_1338,2024-11-23,5,True
usr_0049,ser_0776,2024-02-01,2,False
usr_0049,ser_2253,2024-07-27,3,True
usr_0049,ser_0457,2024-11-08,1,True
usr_0050,ser_1930,2024-07-21,1,False
usr_0050,ser_1671,2024-09-18,1,False
usr_0050,ser_1959,2024-10-31,2,True
usr_0050,ser_2603,2025-01-24,3,False
usr_0050,ser_0951,2024-06-11,3,False
usr_0050,ser_1954,2024-02-09,2,False
usr_0051,ser_2358,2025-01-05,5,True
usr_0051,ser_0474,2024-07-29,4,False
usr_0051,ser_0826,2025-01-25,4,True
usr_0052,ser_0821,2024-02-24,5,True
usr_0052,ser_0237,2024-11-23,3,False
usr_0052,ser_2301,2024-09-04,3,False
usr_0052,ser_0224,2024-08-24,1,False
usr_0052,ser_1105,2024-03-10,5,True
usr_0053,ser_1781,2025-03-28,2,True
usr_0053,ser_0568,2024-05-28,4,True
usr_0053,ser_0829,2025-03-10,2,True
usr_0053,ser_2383,2024-11-23,5,True
usr_0053,ser_0313,2024-09-23,2,False
usr_0053,ser_1398,2024-06-05,4,True
usr_0053,ser_0530,2025-01-22,3,False
usr_0053,ser_0956,2024-02-28,4,False
usr_0053,ser_0705,2024-03-24,5,False
usr_0053,ser_1479,2024-10-04,5,False
usr_0054,ser_2235,2024-11-12,3,False
usr_0054,ser_1815,2024-12-27,2,True
usr_0055,ser_2193,2024-09-24,1,False
usr_0055,ser_1661,2024-01-18,1,False
usr_0055,ser_0864,2024-01-30,5,False
usr_0055,ser_0447,2024-05-09,3,True
usr_0055,ser_2544,2025-02-05,3,False
usr_0055,ser_0151,2024-12-21,1,False
usr_0055,ser_0604,2025-02-06,5,False
usr_0055,ser_2434,2024-10-27,2,False
usr_0055,ser_0421,2024-12-12,3,False
usr_0056,ser_0813,2024-03-29,1,False
usr_0056,ser_1664,2024-08-15,1,True
usr_0056,ser_1450,2025-01-06,1,True
usr_0056,ser_0846,2024-07-23,4,False
usr_0056,ser_2826,2024-02-12,3,True
usr_0056,ser_0702,2024-02-11,2,False
usr_0056,ser_1251,2024-06-18,5,True
usr_0056,ser_2372,2024-03-02,2,False
usr_0057,ser_2076,2024-07-22,2,True
usr_0057,ser_2361,2025-01-08,3,False
usr_0057,ser_0552,2024-08-19,5,False
usr_0057,ser_2390,2024-09-22,1,False
usr_0057,ser_0762,2024-11-17,1,True
usr_0057,ser_0758,2024-11-23,3,False
usr_0057,ser_1539,2025-03-06,1,True
usr_0057,ser_1054,2024-09-08,4,True
usr_0057,ser_0895,2024-10-14,5,True
usr_0058,ser_0633,2024-07-18,1,False
usr_0058,ser_1538,2024-11-14,3,False
usr_0058,ser_0483,2024-04-26,1,True
usr_0058,ser_0648,2024-12-09,3,True
usr_0058,ser_0742,2024-05-28,5,True
usr_0059,ser_2047,2024-07-05,2,False
usr_0059,ser_1530,2024-01-24,1,False
usr_0059,ser_0948,2025-02-15,1,True
usr_0059,ser_2649,2024-03-14,3,True
usr_0059,ser_1136,2024-04-29,2,True
usr_0060,ser_2570,2025-02-16,5,True
usr_0060,ser_0546,2025-01-11,5,False
usr_0061,ser_2337,2024-05-21,5,False
usr_0061,ser_2919,2025-02-07,3,True
usr_0061,ser_0097,2025-04-06,5,True
usr_0061,ser_1867,2024-06-20,3,True
usr_0062,ser_1396,2025-03-30,5,False
usr_0062,ser_2290,2024-07-12,4,False
usr_0062,ser_0092,2024-09-23,1,False
usr_0062,ser_2001,2024-11-16,3,True
usr_0062,ser_1271,2024-05-17,5,True
usr_0062,ser_0856,2024-11-08,3,False
usr_0062,ser_0486,2024-09-10,1,True
usr_0062,ser_2594,2025-04-25,5,False
usr_0063,ser_0980,2024-11-18,1,True
usr_0063,ser_0285,2025-04-28,4,False
usr_0063,ser_2486,2025-04-14,3,False
usr_0063,ser_2375,2025-04-20,5,False
usr_0063,ser_0198,2024-05-27,4,True
usr_0063,ser_0877,2025-04-04,2,False
usr_0063,ser_1487,2024-06-19,4,True
usr_0063,ser_1341,2025-03-30,3,True
usr_0064,ser_2823,2024-01-10,3,True
usr_0064,ser_0603,2024-03-02,2,False
usr_0064,ser_1495,2024-11-21,5,False
usr_0064,ser_1155,2025-04-23,4,False
usr_0064,ser_0462,2024-10-03,1,False
usr_0064,ser_0342,2024-10-07,5,False
usr_0064,ser_1350,2024-07-21,2,False
usr_0064,ser_2277,2025-02-03,1,True
usr_0064,ser_2005,2024-07-30,5,True
usr_0064,ser_0406,2024-05-27,5,False
usr_0065,ser_0271,2024-08-14,5,False
usr_0065,ser_1158,2025-03-11,3,False
usr_0066,ser_0750,2024-12-11,5,False
usr_0066,ser_0301,2024-10-06,2,False
usr_0066,ser_2691,2024-05-24,2,False
usr_0066,ser_0662,2024-09-26,2,False
usr_0066,ser_2652,2024-04-14,1,True
usr_0067,ser_1079,2024-10-15,5,False
usr_0067,ser_2637,2024-06-27,2,False
usr_0068,ser_0087,2024-06-01,5,False
usr_0068,ser_2095,2024-01-07,5,True
usr_0068,ser_1777,2025-04-11,1,False
usr_0068,ser_0630,2024-04-19,4,False
usr_0068,ser_2079,2024-07-14,3,False
usr_0068,ser_0441,2024-07-04,5,True
usr_0068,ser_1056,2024-12-02,2,True
usr_0069,ser_1918,2024-06-26,3,False
usr_0069,ser_2214,2024-04-18,1,True
usr_0070,ser_0902,2024-01-17,5,False
usr_0070,ser_2045,2024-01-08,5,False
usr_0070,ser_1191,2024-07-31,3,True
usr_0070,ser_0697,2024-05-13,2,False
usr_0070,ser_2825,2024-05-03,2,False
usr_0071,ser_2654,2024-02-17,1,True
usr_0071,ser_0918,2025-02-08,1,False
usr_0071,ser_1118,2025-04-08,2,False
usr_0071,ser_0496,2025-02-28,5,True
usr_0071,ser_2123,2024-03-17,2,True
usr_0071,ser_1945,2024-09-17,4,True
usr_0071,ser_2376,2024-04-13,4,False
usr_0072,ser_1560,2024-01-13,5,True
usr_0072,ser_0130,2024-01-18,4,True
usr_0072,ser_2627,2024-01-07,3,False
usr_0072,ser_0606,2024-09-26,1,True
usr_0072,ser_2355,2024-04-03,1,True
usr_0073,ser_2050,2024-09-03,1,False
usr_0073,ser_1949,2024-01-05,5,True
usr_0073,ser_1069,2024-12-23,5,False
usr_0073,ser_1683,2025-04-21,1,False
usr_0073,ser_2046,2024-04-13,3,True
usr_0073,ser_1724,2024-10-24,3,True
usr_0073,ser_1787,2024-07-19,2,False
usr_0074,ser_0149,2024-04-09,2,False
usr_0074,ser_0017,2025-01-11,5,False
usr_0074,ser_1974,2025-04-16,4,False
usr_0074,ser_1713,2024-05-24,5,False
usr_0074,ser_1582,2024-08-18,5,True
usr_0074,ser_1047,2024-09-17,4,False
usr_0074,ser_2487,2024-06-17,1,False
usr_0074,ser_1239,2025-01-05,5,False
usr_0075,ser_1328,2025-01-27,4,False
usr_0075,ser_2427,2024-06-21,2,False
usr_0075,ser_1918,2024-10-20,2,True
usr_0076,ser_2633,2024-03-10,3,True
usr_0076,ser_1123,2024-06-08,1,True
usr_0076,ser_0699,2024-09-27,3,False
usr_0076,ser_2206,2025-04-21,5,False
usr_0076,ser_1226,2024-10-07,3,True
usr_0076,ser_2381,2025-02-19,4,True
usr_0077,ser_2382,2025-03-24,2,False
usr_0077,ser_2865,2024-12-12,3,True
usr_0077,ser_1051,2024-12-29,3,True
usr_0078,ser_0436,2025-04-22,3,False
usr_0078,ser_2633,2024-07-13,1,True
usr_0078,ser_1017,2024-09-04,2,True
usr_0078,ser_2414,2024-02-08,3,True
usr_0078,ser_0243,2024-11-03,2,False
usr_0078,ser_2905,2025-02-06,4,False
usr_0079,ser_2064,2024-08-24,5,False
usr_0079,ser_1353,2025-04-10,5,False
usr_0079,ser_2557,2025-01-12,4,True
usr_0079,ser_1544,2025-01-02,3,False
usr_0079,ser_1126,2024-01-20,4,False
usr_0079,ser_1044,2024-07-24,3,False
usr_0079,ser_2671,2025-04-21,1,True
usr_0079,ser_1804,2024-12-28,2,False
usr_0080,ser_0107,2024-04-24,3,False
usr_0080,ser_1695,2024-01-27,5,False
usr_0080,ser_1212,2024-11-13,3,True
usr_0080,ser_2304,2025-04-24,1,False
usr_0080,ser_1594,2024-08-11,1,True
usr_0080,ser_2978,2024-10-09,5,False
usr_0080,ser_0640,2024-04-08,5,False
usr_0081,ser_2639,2024-11-05,5,False
usr_0081,ser_0954,2024-11-26,5,False
usr_0081,ser_0461,2024-04-02,5,True
usr_0081,ser_2146,2024-10-07,2,False
usr_0081,ser_0492,2024-09-24,5,False
usr_0082,ser_0225,2024-01-25,1,False
usr_0082,ser_0801,2024-02-07,5,True
usr_0082,ser_2281,2025-03-08,1,False
usr_0082,ser_2938,2024-09-16,1,True
usr_0082,ser_2603,2024-09-05,1,True
usr_0082,ser_2781,2024-02-29,5,False
usr_0082,ser_2846,2024-11-09,5,True
usr_0083,ser_2555,2025-01-23,3,False
usr_0083,ser_0257,2024-04-22,1,True
usr_0083,ser_2845,2024-11-10,4,False
usr_0084,ser_0309,2024-11-09,2,False
usr_0084,ser_0894,2024-09-21,2,True
usr_0084,ser_1048,2024-07-27,2,False
usr_0084,ser_2683,2024-04-24,2,True
usr_0084,ser_2018,2025-01-09,5,False
usr_0084,ser_0739,2024-05-06,5,True
usr_0084,ser_1300,2024-08-02,3,True
usr_0084,ser_1374,2024-08-09,2,False
usr_0085,ser_0175,2025-04-11,2,False
usr_0085,ser_0049,2025-01-08,1,False
usr_0085,ser_0019,2025-01-30,3,True
usr_0085,ser_2103,2024-05-01,2,False
usr_0085,ser_1613,2024-08-03,1,True
usr_0085,ser_0373,2024-06-21,4,False
usr_0085,ser_0404,2025-03-24,2,True
usr_0086,ser_2327,2025-03-11,4,True
usr_0086,ser_2162,2024-12-09,2,True
usr_0086,ser_0933,2024-01-12,2,False
usr_0086,ser_1826,2024-07-10,4,False
usr_0086,ser_0758,2024-03-18,2,False
usr_0086,ser_1015,2025-04-20,5,True
usr_0086,ser_2846,2024-10-25,2,False
usr_0086,ser_1022,2024-09-26,3,True
usr_0086,ser_2516,2024-12-03,5,False
usr_0086,ser_1608,2025-03-02,5,False
usr_0087,ser_0801,2025-04-24,2,True
usr_0087,ser_2907,2024-05-24,3,True
usr_0087,ser_2266,2024-04-06,3,False
usr_0087,ser_0700,2024-12-18,1,False
usr_0087,ser_2090,2024-07-10,1,False
usr_0087,ser_1814,2024-09-18,3,False
usr_0087,ser_1996,2024-09-17,4,False
usr_0087,ser_2478,2024-08-22,1,True
usr_0087,ser_0649,2024-12-20,4,True
usr_0087,ser_2880,2024-06-19,2,True
usr_0088,ser_0826,2025-02-06,2,False
usr_0088,ser_0329,2025-04-13,4,False
usr_0088,ser_1770,2024-12-31,1,True
usr_0088,ser_1169,2024-04-21,4,False
usr_0088,ser_0850,2024-09-19,5,True
usr_0088,ser_2693,2024-01-18,4,False
usr_0088,ser_2025,2024-11-15,1,True
usr_0088,ser_0987,2025-03-16,5,True
usr_0088,ser_1461,2024-05-06,1,False
usr_0089,ser_1192,2025-04-09,2,False
usr_0089,ser_2617,2024-03-15,2,True
usr_0089,ser_1748,2024-05-21,5,True
usr_0089,ser_2805,2024-10-20,5,True
usr_0089,ser_2258,2024-11-27,5,False
usr_0089,ser_2602,2024-05-06,2,True
usr_0089,ser_1696,2024-03-10,1,True
usr_0089,ser_2133,2024-12-28,4,False
usr_0090,ser_0650,2024-04-05,5,True
usr_0090,ser_0658,2024-09-23,1,False
usr_0090,ser_2838,2024-03-02,1,False
usr_0090,ser_0655,2024-09-16,3,False
usr_0090,ser_2897,2024-07-02,1,False
usr_0090,ser_1641,2024-06-19,4,False
usr_0090,ser_2414,2024-01-23,1,False
usr_0090,ser_2578,2024-09-13,3,False
usr_0091,ser_1478,2024-01-10,5,True
usr_0091,ser_2227,2024-01-11,3,False
usr_0091,ser_2451,2024-09-29,1,False
usr_0091,ser_2924,2025-01-27,4,True
usr_0092,ser_0948,2024-03-04,2,True
usr_0092,ser_0372,2024-09-10,3,False
usr_0092,ser_0140,2024-11-06,3,False
usr_0092,ser_0598,2025-02-05,1,True
usr_0092,ser_0361,2024-02-10,3,True
usr_0092,ser_1799,2024-01-25,3,False
usr_0092,ser_2742,2025-01-08,4,False
usr_0092,ser_1020,2024-06-27,3,False
usr_0092,ser_0615,2024-06-12,3,True
usr_0092,ser_2971,2025-04-08,5,True
usr_0093,ser_1331,2024-07-29,3,True
usr_0093,ser_2035,2024-05-08,2,False
usr_0093,ser_1026,2024-03-17,2,False
usr_0093,ser_1737,2025-04-08,5,False
usr_0093,ser_2048,2024-07-20,5,True
usr_0093,ser_0525,2024-04-03,1,True
usr_0094,ser_0404,2025-01-15,1,True
usr_0094,ser_0676,2025-03-25,2,False
usr_0095,ser_1761,2024-01-04,2,False
usr_0095,ser_2470,2024-04-06,2,True
usr_0095,ser_1833,2025-04-01,2,False
usr_0095,ser_1873,2024-06-12,1,False
usr_0095,ser_0147,2024-12-18,5,True
usr_0096,ser_0892,2024-01-09,4,False
usr_0096,ser_2576,2025-01-20,5,False
usr_0096,ser_2082,2024-07-08,3,False
usr_0096,ser_1466,2025-02-23,4,False
usr_0096,ser_2335,2024-07-14,5,False
usr_0097,ser_0868,2024-05-04,1,False
usr_0097,ser_0889,2024-12-13,2,True
usr_0097,ser_2382,2024-12-24,5,True
usr_0098,ser_0080,2024-01-21,3,False
usr_0098,ser_2497,2024-01-19,3,False
usr_0098,ser_1627,2024-04-04,2,False
usr_0098,ser_0622,2024-04-25,2,True
usr_0098,ser_2064,2024-07-27,1,False
usr_0098,ser_1876,2024-12-13,3,True
usr_0098,ser_1216,2024-05-17,4,False
usr_0098,ser_1222,2024-04-21,1,False
usr_0099,ser_0369,2024-01-26,3,False
usr_0099,ser_0156,2024-03-20,2,True
usr_0099,ser_1833,2024-09-16,4,True
usr_0099,ser_0341,2024-04-14,5,False
usr_0099,ser_1981,2024-03-04,1,True
usr_0099,ser_0144,2024-09-16,5,True
usr_0100,ser_1349,2024-05-20,2,False
usr_0100,ser_2834,2025-01-14,2,False
usr_0100,ser_2947,2024-05-11,3,True
usr_0100,ser_2610,2024-06-20,4,True
usr_0100,ser_0147,2024-03-27,2,False
usr_0100,ser_0142,2024-03-19,4,True
usr_0101,ser_1326,2024-01-01,1,True
usr_0101,ser_0743,2025-01-14,4,False
usr_0101,ser_2248,2025-01-24,1,False
usr_0101,ser_0193,2025-01-14,1,False
usr_0101,ser_1344,2024-08-25,4,False
usr_0101,ser_1392,2024-03-31,2,True
usr_0101,ser_1894,2024-03-20,3,False
usr_0101,ser_1533,2024-05-25,2,False
usr_0101,ser_1534,2025-01-15,2,True
usr_0102,ser_0117,2024-07-15,5,True
usr_0102,ser_2609,2024-05-16,5,True
usr_0102,ser_2954,2024-09-12,5,False
usr_0102,ser_0319,2025-03-20,3,True
usr_0102,ser_1606,2024-10-22,2,True
usr_0102,ser_1740,2024-03-17,4,False
usr_0102,ser_0969,2024-10-03,3,True
usr_0102,ser_2055,2025-01-26,1,True
usr_0102,ser_1711,2025-01-17,4,True
usr_0102,ser_2998,2024-08-24,2,False
usr_0103,ser_2294,2025-04-25,5,True
usr_0103,ser_1782,2024-11-19,4,False
usr_0103,ser_1494,2024-06-20,4,False
usr_0103,ser_0822,2025-04-30,3,False
usr_0103,ser_0330,2024-12-21,3,True
usr_0103,ser_0200,2024-10-10,1,False
usr_0104,ser_2814,2024-07-07,4,False
usr_0104,ser_2428,2024-12-25,2,False
usr_0104,ser_0809,2025-03-16,3,True
usr_0104,ser_2601,2024-11-15,2,True
usr_0105,ser_0959,2024-12-07,1,False
usr_0105,ser_2384,2024-08-03,1,True
usr_0106,ser_2166,2025-02-18,5,True
usr_0106,ser_0323,2025-04-13,2,False
usr_0106,ser_1820,2024-02-10,4,False
