plataforma_id,serie_id,fechaDisponible,exclusiva,regiones
plat_008,ser_0048,2019-01-26,False,UK|AR|CL|MX
plat_029,ser_0049,2025-02-16,False,MX|BR|UK|JP|DE|CL
plat_006,ser_0049,2023-03-26,False,FR|CO
plat_027,ser_0050,2024-05-28,True,FR|DE|UK|US|CL
plat_019,ser_0050,2018-03-09,True,BR|CO|US
plat_009,ser_0050,2022-05-29,True,DE|UK|PE
plat_006,ser_0051,2024-03-02,False,AR|CO
plat_005,ser_0051,2018-07-30,False,BR|UK|CL|JP|US
plat_009,ser_0051,2018-03-16,True,MX|FR|UK
plat_015,ser_0052,2022-09-23,False,US|FR|AR|PE|CL
plat_020,ser_0052,2018-04-28,True,BR|CL|MX|ES|AR
plat_030,ser_0052,2022-11-23,False,BR|CL|UK
plat_003,ser_0053,2022-03-03,True,JP|ES|PE|US|DE
plat_005,ser_0053,2022-04-14,True,ES|JP|PE|AR
plat_010,ser_0054,2024-07-28,False,BR|MX|GT|CL|PE|DE
plat_013,ser_0054,2024-10-22,False,US|FR|AR|DE|CL|GT
plat_022,ser_0055,2018-06-09,True,JP|CO|ES
plat_018,ser_0055,2024-11-05,True,MX|AR|JP|FR|ES
plat_006,ser_0056,2024-11-03,True,PE|JP|DE|AR
plat_019,ser_0057,2020-03-13,False,CL|FR|GT
plat_025,ser_0058,2020-06-26,False,AR|CL|US|CO|PE|MX
plat_017,ser_0059,2021-10-14,True,UK|FR
plat_006,ser_0059,2020-08-25,False,ES|JP|UK
plat_020,ser_0059,2020-06-12,True,AR|ES
plat_003,ser_0060,2018-11-21,False,CO|UK|JP|US
plat_028,ser_0061,2025-01-08,True,JP|DE
plat_020,ser_0061,2019-12-14,True,FR|US|BR|GT|JP
plat_008,ser_0062,2019-11-15,False,FR|MX|ES|UK
plat_025,ser_0062,2024-04-27,True,CO|DE|PE|FR|AR|GT
plat_001,ser_0063,2022-11-30,False,MX|AR|PE|CO|CL|DE
plat_015,ser_0064,2020-06-07,True,UK|ES
plat_027,ser_0065,2019-02-20,False,JP|CL
plat_027,ser_0066,2025-01-10,True,JP|UK|ES
plat_020,ser_0066,2021-01-17,True,MX|CL
plat_024,ser_0066,2019-12-09,True,JP|CL
plat_026,ser_0067,2023-03-17,True,PE|MX|UK
plat_002,ser_0067,2023-03-15,False,CO|JP
plat_030,ser_0067,2019-09-08,True,PE|UK|US|CL|DE|BR
plat_002,ser_0068,2022-10-10,False,GT|AR|US|FR
plat_022,ser_0068,2019-09-07,False,MX|CL|JP|CO|ES
plat_011,ser_0068,2023-02-17,False,GT|FR|UK|DE
plat_009,ser_0069,2020-05-10,True,MX|JP|PE|CL|FR
plat_029,ser_0069,2019-03-31,False,FR|MX|PE
plat_019,ser_0070,2024-05-09,True,US|AR
plat_006,ser_0070,2021-01-29,True,UK|AR|CL
plat_020,ser_0071,2025-01-21,True,CL|MX|DE|PE|BR
plat_015,ser_0071,2023-03-13,True,MX|US
plat_013,ser_0071,2024-06-07,True,JP|CO
plat_015,ser_0072,2024-03-09,False,BR|JP|FR|CO|MX
plat_011,ser_0073,2024-05-11,True,AR|MX|FR
plat_016,ser_0073,2020-07-29,False,MX|CO|CL|DE
plat_006,ser_0073,2025-03-15,True,ES|CO|JP|BR|US
plat_007,ser_0074,2024-11-13,True,ES|MX
plat_012,ser_0074,2022-01-13,True,US|UK
plat_020,ser_0075,2025-01-02,True,PE|CL|MX|GT
plat_004,ser_0075,2018-12-08,True,GT|BR
plat_006,ser_0075,2023-10-31,True,CO|DE|MX|US|FR
plat_002,ser_0076,2020-11-05,False,GT|PE|CO|UK|BR|CL
plat_017,ser_0077,2021-05-24,False,BR|DE|AR
plat_018,ser_0078,2019-04-10,False,ES|GT|FR|US|UK
plat_030,ser_0078,2020-02-20,False,CL|GT|CO
plat_027,ser_0079,2018-05-27,True,MX|DE|PE|US
plat_012,ser_0079,2023-02-09,False,GT|JP|CL|PE|ES|FR
plat_016,ser_0079,2018-09-19,False,CL|AR|BR|FR
plat_012,ser_0080,2020-06-28,True,US|ES
plat_029,ser_0080,2022-08-08,False,UK|DE|CO|AR|ES|FR
plat_015,ser_0081,2018-10-18,False,UK|MX|ES|BR|JP|FR
plat_030,ser_0081,2024-12-13,True,BR|GT|UK|CO|AR
plat_015,ser_0082,2018-02-09,True,PE|FR|CL|DE
plat_009,ser_0082,2023-11-26,False,ES|CO|JP|BR|AR|UK
plat_028,ser_0083,2023-12-10,True,AR|US|ES
plat_002,ser_0084,2023-11-06,True,ES|DE|UK
plat_007,ser_0085,2022-12-08,True,US|MX|JP|ES
plat_020,ser_0085,2020-10-08,False,AR|FR
plat_022,ser_0086,2024-08-11,True,UK|AR
plat_004,ser_0087,2022-12-15,False,UK|FR|MX|JP
plat_030,ser_0088,2023-09-18,True,AR|UK|BR
plat_004,ser_0089,2018-01-25,False,US|FR|ES|AR|MX
plat_025,ser_0090,2022-08-24,True,DE|CO|FR|PE
plat_015,ser_0091,2019-08-09,False,DE|CL|CO|UK
plat_014,ser_0091,2020-05-05,True,ES|MX|CO|PE|JP
plat_021,ser_0092,2024-07-27,True,UK|US|DE|CL|PE
plat_009,ser_0093,2021-04-05,True,CO|GT|AR|BR|JP|CL
plat_028,ser_0093,2020-02-21,False,DE|CO|GT|MX|UK|PE
plat_013,ser_0093,2020-05-31,False,DE|UK|ES|BR
plat_013,ser_0094,2021-08-02,False,AR|GT|MX|DE
plat_016,ser_0094,2019-11-03,True,CL|MX|GT|JP
plat_009,ser_0094,2023-08-11,True,GT|FR|ES
plat_023,ser_0095,2022-10-30,True,AR|CL|FR|CO|JP|US
plat_002,ser_0095,2023-04-10,True,JP|PE|US|MX
plat_010,ser_0095,2023-10-06,False,UK|JP|CO|MX|FR|US
plat_026,ser_0096,2018-11-30,False,CO|JP|MX
plat_009,ser_0096,2018-10-24,False,CO|BR|US
plat_018,ser_0096,2023-03-23,True,MX|GT|ES|US|AR
plat_026,ser_0097,2022-06-18,True,ES|GT|CL
plat_021,ser_0098,2023-09-06,True,JP|CO|UK|FR|MX|PE
plat_007,ser_0099,2018-04-18,False,CL|JP|MX
plat_023,ser_0100,2019-03-26,False,CL|UK|CO|PE|MX|JP
plat_013,ser_0100,2019-12-11,False,CO|MX|AR|DE|CL
plat_015,ser_0100,2024-02-14,True,FR|DE|BR|UK|CO
plat_002,ser_0101,2022-12-29,True,MX|ES|CO
plat_022,ser_0102,2019-07-30,True,MX|UK|CO|US
plat_027,ser_0103,2019-09-22,False,MX|CL|CO
plat_013,ser_0103,2020-04-12,False,UK|ES|PE|AR|DE|CL
plat_025,ser_0103,2023-06-23,False,CO|PE
plat_001,ser_0104,2021-05-14,False,ES|US
plat_011,ser_0104,2022-07-29,True,DE|CL|PE
plat_029,ser_0105,2023-04-09,True,AR|JP
plat_008,ser_0105,2024-12-08,False,MX|DE|BR|PE|ES
plat_018,ser_0106,2019-02-06,True,UK|PE|GT|FR
plat_026,ser_0106,2024-04-26,True,CO|DE|FR|UK|GT|CL
plat_014,ser_0107,2020-12-25,True,BR|MX
plat_029,ser_0107,2018-11-27,True,MX|US|UK|JP|ES
plat_027,ser_0107,2023-12-01,True,CO|BR|CL|DE|GT
plat_019,ser_0108,2020-05-21,False,DE|FR|JP|CO|GT
plat_026,ser_0108,2019-10-05,False,ES|CL|FR|DE
plat_018,ser_0108,2023-01-18,False,US|MX|AR
plat_027,ser_0109,2020-04-07,False,CO|FR|UK
plat_009,ser_0110,2018-06-03,False,DE|JP
plat_008,ser_0110,2022-07-22,True,CL|JP|AR|CO|PE
plat_010,ser_0110,2021-06-13,False,FR|BR
plat_009,ser_0111,2020-07-28,True,CL|JP
plat_004,ser_0111,2022-05-31,True,UK|DE|CO
plat_020,ser_0112,2021-05-28,False,GT|DE
plat_028,ser_0113,2018-01-27,True,FR|AR
plat_014,ser_0113,2023-11-02,True,PE|MX|US|CL|BR
plat_027,ser_0114,2018-01-06,True,GT|FR|ES|CL|DE
plat_024,ser_0114,2020-07-17,False,US|BR|FR|AR
plat_012,ser_0114,2020-05-08,True,DE|CL|US
plat_016,ser_0115,2024-04-13,False,DE|ES|AR|US|CL
plat_017,ser_0116,2021-10-07,False,PE|CO|US|ES
plat_007,ser_0116,2020-05-25,True,FR|MX|US|BR|CL
plat_015,ser_0116,2021-06-06,True,CL|CO
plat_004,ser_0117,2023-11-20,False,UK|BR|FR|ES|AR
plat_012,ser_0117,2018-04-03,False,MX|BR|FR|DE
plat_015,ser_0118,2021-09-21,False,AR|JP|UK|CL|GT
plat_006,ser_0119,2024-03-22,True,CL|AR|ES|DE|US|UK
plat_004,ser_0119,2020-03-11,False,AR|DE|BR|MX
plat_010,ser_0119,2024-08-16,True,US|JP|FR|ES|UK
plat_014,ser_0120,2021-09-17,False,UK|JP|ES|CL|DE
plat_010,ser_0121,2020-07-28,False,CO|PE
plat_003,ser_0122,2023-11-12,True,UK|DE|CL|BR|PE|FR
plat_028,ser_0122,2019-02-28,False,UK|ES|FR|MX|JP
plat_010,ser_0122,2024-07-14,True,PE|CO|BR|DE|AR
plat_006,ser_0123,2019-12-13,False,CO|US|FR|AR|UK
plat_030,ser_0124,2018-10-18,False,AR|FR|MX|GT|US|JP
plat_016,ser_0124,2018-05-31,True,CL|ES|PE|GT|BR|FR
plat_016,ser_0125,2020-01-24,False,UK|GT
plat_004,ser_0125,2018-12-10,True,DE|MX|ES
plat_010,ser_0125,2021-10-06,False,BR|GT|FR
plat_024,ser_0126,2021-03-26,True,CL|JP|DE
plat_006,ser_0127,2022-10-10,False,CL|US|UK|DE|ES
plat_022,ser_0127,2023-10-11,False,MX|JP|DE|FR
plat_002,ser_0127,2025-02-19,True,MX|BR
plat_005,ser_0128,2022-03-20,True,BR|AR|ES|CO
plat_015,ser_0129,2019-01-09,False,US|AR
plat_022,ser_0129,2022-01-05,True,PE|CO|CL|AR|FR|US
plat_029,ser_0129,2024-12-07,True,UK|DE|BR|ES
plat_001,ser_0130,2019-03-24,False,DE|JP|CL|AR
plat_011,ser_0130,2019-01-20,True,ES|PE|MX|FR|JP
plat_007,ser_0131,2018-11-15,False,PE|JP|CL|GT
plat_014,ser_0132,2018-05-16,True,BR|JP|AR|PE|DE|CO
plat_017,ser_0132,2021-09-10,True,BR|CO|US|FR|JP
plat_005,ser_0133,2021-04-01,False,JP|ES|UK
plat_017,ser_0133,2025-03-12,True,MX|DE|JP|CL|US|UK
plat_020,ser_0134,2020-10-05,False,MX|GT|CL|JP|BR
plat_001,ser_0135,2018-01-30,True,AR|FR|DE|UK|ES
plat_026,ser_0136,2019-09-08,True,CL|UK|PE|JP|US|FR
plat_023,ser_0137,2021-09-05,False,BR|JP
plat_016,ser_0137,2021-09-15,False,DE|GT|UK
plat_015,ser_0137,2021-03-09,False,AR|CL|UK|MX|JP
plat_015,ser_0138,2022-03-13,True,BR|MX|UK|PE|US|JP
plat_017,ser_0138,2024-09-09,True,CL|US|GT|ES
plat_027,ser_0139,2022-07-21,True,DE|MX|US|GT
plat_028,ser_0139,2019-02-02,False,US|PE|CO
plat_008,ser_0140,2020-07-18,True,AR|CL|CO
plat_014,ser_0141,2025-01-01,False,FR|PE|CO|US|CL|AR
plat_022,ser_0141,2019-01-03,True,US|UK|FR|MX|JP|CO
plat_005,ser_0142,2024-11-20,False,ES|JP|AR|PE|BR
plat_029,ser_0142,2021-12-09,True,FR|CO|US|GT
plat_019,ser_0142,2020-11-23,True,JP|UK|MX|CO
plat_022,ser_0143,2018-07-24,True,FR|JP|BR
plat_021,ser_0144,2021-10-02,True,FR|AR|UK
plat_002,ser_0144,2021-02-24,True,AR|CO|BR|US|CL
plat_013,ser_0145,2024-04-06,False,UK|JP|ES
plat_013,ser_0146,2022-03-20,True,FR|MX|DE|BR
plat_024,ser_0146,2019-07-15,False,AR|MX|FR|CL|BR
plat_007,ser_0146,2018-07-21,False,GT|DE|JP|US
plat_010,ser_0147,2022-07-14,False,MX|AR|PE|ES
plat_002,ser_0147,2022-04-27,True,ES|BR|CL|GT|UK
plat_002,ser_0148,2024-07-08,True,AR|MX|DE
plat_016,ser_0149,2022-02-14,False,CL|CO|GT
plat_004,ser_0149,2019-04-07,False,ES|MX|DE|BR
plat_004,ser_0150,2024-07-04,True,DE|UK|GT|CL|US
plat_019,ser_0151,2023-04-10,True,UK|BR|DE|MX|GT|JP
plat_016,ser_0151,2018-04-07,True,PE|CL|JP|FR|DE|GT
plat_002,ser_0151,2021-09-25,False,ES|GT
plat_022,ser_0152,2023-04-19,False,JP|CO|AR|BR|GT
plat_024,ser_0153,2018-05-28,False,ES|JP|BR|CL
plat_016,ser_0153,2020-05-03,False,CL|US
plat_004,ser_0154,2019-09-25,True,MX|AR|DE|ES|GT|JP
plat_011,ser_0155,2021-02-03,True,ES|CO|AR
plat_027,ser_0155,2019-02-25,False,CL|AR|ES|FR
plat_012,ser_0156,2019-07-25,True,MX|UK|ES|US|CO
plat_019,ser_0156,2021-05-24,False,FR|MX
plat_022,ser_0157,2022-04-26,True,FR|DE|CO|PE|GT|ES
plat_017,ser_0157,2025-02-24,False,GT|PE|MX|ES
plat_024,ser_0158,2025-01-14,False,JP|US|AR|DE|UK
plat_004,ser_0158,2024-07-01,True,PE|DE|CO|US|MX
plat_029,ser_0158,2023-04-10,True,BR|DE
plat_018,ser_0159,2020-12-18,False,AR|US|DE|FR
plat_009,ser_0160,2020-10-20,True,ES|JP|CL
plat_022,ser_0160,2021-05-10,True,ES|CO|JP
plat_021,ser_0161,2025-02-06,False,GT|PE
plat_010,ser_0161,2024-06-25,True,CO|CL|FR|AR
plat_019,ser_0162,2020-02-08,True,GT|DE|CO|FR
plat_011,ser_0162,2025-03-29,False,ES|FR|CL
plat_006,ser_0162,2022-12-16,True,AR|PE|JP|GT|BR
plat_010,ser_0163,2022-01-11,False,ES|CL|US|BR|UK
plat_017,ser_0164,2022-01-27,False,PE|JP|BR|UK
plat_004,ser_0165,2025-02-18,True,AR|CO|DE
plat_024,ser_0165,2020-10-29,False,UK|BR|PE|DE|GT|MX
plat_029,ser_0165,2019-05-22,True,US|PE|GT
plat_024,ser_0166,2018-12-02,True,JP|CL
plat_029,ser_0167,2025-04-08,False,ES|BR|MX|UK|CO
plat_027,ser_0168,2019-02-14,True,JP|FR|DE
plat_017,ser_0169,2020-10-14,True,ES|CL
plat_021,ser_0169,2021-08-27,True,MX|US|DE|CO|AR|UK
plat_027,ser_0169,2018-11-06,True,AR|PE|JP|US
plat_026,ser_0170,2024-03-27,True,PE|CL
plat_008,ser_0170,2022-08-03,False,PE|FR|MX|BR
plat_020,ser_0171,2020-10-13,False,ES|GT|DE
plat_007,ser_0172,2022-10-25,False,UK|FR|AR|CL
plat_013,ser_0172,2022-01-13,True,BR|AR
plat_009,ser_0172,2023-11-13,False,CO|GT
plat_012,ser_0173,2023-03-13,True,ES|FR|DE|UK|US
plat_029,ser_0174,2019-11-10,False,ES|BR|JP|GT|FR|US
plat_016,ser_0174,2024-10-01,False,ES|CO|JP|BR|US
plat_001,ser_0175,2019-07-09,True,PE|AR
plat_003,ser_0175,2018-07-07,False,PE|JP|ES|FR
plat_016,ser_0176,2019-06-05,False,BR|UK|DE|GT|MX|CO
plat_029,ser_0177,2023-04-13,False,AR|US|BR
plat_011,ser_0177,2020-08-11,False,DE|CL|CO|FR|US
plat_017,ser_0177,2020-02-11,False,CO|UK|CL
plat_027,ser_0178,2024-03-25,True,CL|CO|MX
plat_005,ser_0178,2024-06-13,False,DE|BR|US|MX|ES
plat_011,ser_0179,2023-06-02,True,GT|FR|UK
plat_029,ser_0180,2023-03-04,True,GT|AR|US|CL|ES|UK
plat_020,ser_0180,2019-07-31,False,CL|AR|DE
plat_009,ser_0181,2024-01-16,False,CO|FR|AR|BR|DE
plat_017,ser_0182,2024-01-06,True,PE|DE|US|JP|UK
plat_030,ser_0183,2018-09-11,True,US|CO|UK
plat_023,ser_0183,2022-05-17,False,DE|PE|MX|CO
plat_024,ser_0183,2021-12-26,False,BR|DE|GT
plat_003,ser_0184,2021-12-09,False,BR|US|DE
plat_021,ser_0184,2020-02-28,True,UK|DE|CO|GT|FR|CL
plat_006,ser_0184,2018-07-27,True,PE|CO|US|GT|UK
plat_029,ser_0185,2019-04-11,False,JP|GT|FR|CL|DE|US
plat_023,ser_0186,2024-12-30,True,BR|PE|CL|CO|AR|GT
plat_013,ser_0187,2023-08-26,True,CL|ES|PE
plat_001,ser_0187,2025-04-11,True,DE|BR|US|CL|FR
plat_010,ser_0187,2024-08-15,False,MX|PE|DE|FR|US
plat_022,ser_0188,2025-03-13,False,GT|MX
plat_013,ser_0188,2024-07-25,True,ES|UK|CL|CO
plat_020,ser_0188,2020-04-01,True,AR|CL|PE|DE|GT
plat_013,ser_0189,2018-11-10,True,PE|DE|MX|ES|CO
plat_010,ser_0189,2023-02-15,False,MX|CO|CL|BR|UK|ES
plat_027,ser_0189,2020-06-21,True,DE|ES|CO|US|AR
plat_004,ser_0190,2019-05-03,False,ES|GT|DE|FR|PE
plat_010,ser_0190,2020-08-27,True,CO|ES|UK|US|FR
plat_021,ser_0190,2020-08-19,False,FR|AR|JP
plat_028,ser_0191,2024-07-22,False,DE|UK
plat_002,ser_0191,2022-01-05,True,US|CO|AR
plat_012,ser_0192,2024-09-21,True,GT|BR
plat_005,ser_0192,2024-11-20,True,BR|CO
plat_028,ser_0193,2020-03-15,True,CL|GT|US
plat_002,ser_0193,2020-04-22,True,PE|GT|FR|CO|MX
plat_018,ser_0193,2025-03-14,False,ES|DE|UK|AR
plat_013,ser_0194,2025-01-27,False,UK|PE|FR|MX|ES
plat_004,ser_0194,2020-02-13,True,FR|CL
plat_005,ser_0194,2018-04-29,True,PE|DE
plat_020,ser_0195,2022-03-03,False,FR|MX|DE
plat_006,ser_0195,2021-04-10,True,DE|MX|BR
plat_022,ser_0195,2020-05-09,True,JP|US|AR|DE|ES|CO
plat_003,ser_0196,2023-06-26,True,DE|PE|UK
plat_015,ser_0196,2020-10-20,True,GT|AR|BR
plat_005,ser_0197,2019-08-21,True,DE|CO
plat_022,ser_0197,2023-08-08,True,ES|MX|AR|JP|CO
plat_012,ser_0198,2022-11-04,False,US|CO|CL|ES|MX
plat_021,ser_0198,2020-11-08,True,GT|BR|US|ES|MX
plat_006,ser_0199,2018-04-04,False,MX|AR
plat_003,ser_0199,2018-10-11,True,AR|BR|DE|PE|ES
plat_001,ser_0200,2024-06-03,False,DE|ES
plat_009,ser_0201,2019-05-25,False,UK|AR
plat_012,ser_0201,2022-07-28,False,JP|CO|US
plat_005,ser_0202,2023-09-27,False,JP|PE|GT|ES|FR|UK
plat_007,ser_0202,2020-09-25,False,CO|US|UK|PE|BR
plat_024,ser_0202,2020-04-14,False,BR|DE|MX
plat_002,ser_0203,2020-02-27,False,PE|MX|FR|ES|DE|BR
plat_004,ser_0203,2022-03-13,False,AR|PE|UK
plat_008,ser_0204,2023-08-31,False,GT|US
plat_028,ser_0204,2019-02-23,False,PE|JP
plat_001,ser_0204,2018-04-20,False,MX|DE
plat_029,ser_0205,2018-09-26,True,MX|US|UK|DE|CL
plat_004,ser_0206,2019-07-15,False,AR|CL|UK|CO|FR
plat_002,ser_0206,2023-09-26,True,AR|UK|GT
plat_023,ser_0206,2019-03-06,False,DE|UK|GT
plat_027,ser_0207,2020-08-22,False,CO|AR|UK|US
plat_010,ser_0207,2024-01-29,False,AR|CO|MX|DE|UK
plat_018,ser_0207,2019-03-16,False,CL|AR|PE|UK
plat_013,ser_0208,2019-09-17,True,JP|CL|UK|DE
plat_009,ser_0208,2020-08-11,True,FR|MX|BR|PE|CL|US
plat_008,ser_0208,2024-07-30,True,CL|GT|AR
plat_002,ser_0209,2024-09-19,True,ES|US|AR|PE|JP
plat_001,ser_0210,2021-11-23,True,CO|GT
plat_004,ser_0210,2024-01-20,True,MX|FR
plat_027,ser_0211,2020-09-03,True,AR|CO|MX
plat_020,ser_0211,2021-11-02,True,PE|UK|DE|FR
plat_015,ser_0211,2022-06-21,False,UK|US|GT
plat_025,ser_0212,2022-05-08,False,PE|MX|JP
plat_012,ser_0213,2023-12-28,False,CO|GT
plat_021,ser_0213,2021-03-30,True,UK|US
plat_028,ser_0213,2024-02-27,False,DE|GT|AR|CL|PE
plat_014,ser_0214,2021-10-23,False,MX|BR
plat_023,ser_0214,2021-03-20,True,FR|JP|CO
plat_015,ser_0214,2018-06-12,False,CO|JP|FR|ES
plat_029,ser_0215,2018-07-12,False,CL|PE|DE
plat_025,ser_0216,2024-03-19,False,GT|BR|JP|PE
plat_020,ser_0216,2019-12-23,True,PE|CO
plat_002,ser_0216,2023-06-27,False,DE|MX|ES|UK|AR
plat_009,ser_0217,2018-10-12,False,FR|US|UK
plat_024,ser_0217,2019-03-18,True,DE|US|CO|GT|CL
plat_003,ser_0217,2022-06-27,True,CL|FR
plat_016,ser_0218,2019-05-28,False,CO|US|UK|FR
plat_016,ser_0219,2022-02-02,True,MX|CL|ES|GT|FR
plat_009,ser_0219,2021-12-31,True,FR|BR|JP|DE|UK
plat_021,ser_0220,2022-12-24,False,MX|JP|ES|US|UK|BR
plat_015,ser_0220,2022-09-14,False,BR|GT|US|AR
plat_011,ser_0220,2018-03-25,False,GT|FR|UK|JP
plat_015,ser_0221,2023-01-15,True,FR|BR|UK|GT|JP
plat_006,ser_0221,2021-12-12,True,ES|GT|PE|AR
plat_029,ser_0221,2020-10-23,True,DE|ES|PE
plat_001,ser_0222,2023-04-16,True,CL|GT
plat_004,ser_0222,2023-06-17,True,PE|CL
plat_024,ser_0222,2023-11-09,True,GT|UK|FR|BR|AR|JP
plat_021,ser_0223,2023-08-07,True,PE|AR|US
plat_011,ser_0223,2020-06-12,False,BR|PE
plat_015,ser_0224,2020-10-27,True,GT|MX|PE|CO|JP|ES
plat_026,ser_0224,2020-08-12,True,MX|UK|BR|US
plat_001,ser_0224,2024-11-25,False,GT|JP|AR
plat_001,ser_0225,2022-01-30,True,DE|UK|PE|GT|JP|FR
plat_022,ser_0225,2020-05-10,False,CO|GT|FR|DE|BR|US
