usuario1_id,usuario2_id,fechaSeguimiento,mutuo,notificaciones
usr_0025,usr_0293,2024-08-13,True,True
usr_0025,usr_0055,2023-03-02,True,True
usr_0026,usr_0544,2023-11-02,True,False
usr_0026,usr_0033,2024-04-18,True,True
usr_0026,usr_0687,2025-03-11,True,True
usr_0026,usr_0046,2024-05-18,False,False
usr_0026,usr_0376,2023-06-07,True,True
usr_0026,usr_0127,2024-12-19,True,True
usr_0027,usr_0099,2023-01-21,True,True
usr_0027,usr_0165,2024-06-09,True,False
usr_0027,usr_0087,2023-08-25,True,False
usr_0027,usr_0753,2024-08-26,True,False
usr_0027,usr_0646,2023-09-01,True,True
usr_0027,usr_0289,2023-05-11,False,False
usr_0028,usr_0301,2024-12-15,True,False
usr_0028,usr_0639,2023-07-06,True,False
usr_0028,usr_0395,2025-01-19,True,True
usr_0028,usr_0292,2023-03-03,True,False
usr_0028,usr_0673,2023-12-04,True,False
usr_0028,usr_0059,2024-12-20,False,False
usr_0028,usr_0099,2024-12-12,True,True
usr_0028,usr_0746,2023-08-31,False,False
usr_0028,usr_0444,2024-09-24,True,True
usr_0028,usr_0215,2025-04-02,False,True
usr_0029,usr_0052,2023-01-10,True,False
usr_0029,usr_0021,2025-02-16,True,True
usr_0029,usr_0460,2023-06-07,False,False
usr_0029,usr_0440,2024-03-13,False,True
usr_0029,usr_0236,2024-10-12,True,True
usr_0029,usr_0436,2023-11-05,False,False
usr_0029,usr_0738,2025-02-14,True,True
usr_0030,usr_0493,2024-03-10,False,False
usr_0030,usr_0182,2024-05-24,True,True
usr_0030,usr_0221,2024-04-17,False,False
usr_0030,usr_0280,2025-02-19,False,False
usr_0030,usr_0612,2023-03-18,False,False
usr_0030,usr_0046,2024-10-24,True,True
usr_0030,usr_0557,2023-04-01,False,True
usr_0030,usr_0593,2023-03-16,False,False
usr_0030,usr_0287,2023-06-04,False,True
usr_0031,usr_0277,2024-11-26,True,True
usr_0031,usr_0734,2023-04-30,False,False
usr_0031,usr_0145,2025-01-05,True,False
usr_0031,usr_0772,2024-08-05,True,True
usr_0031,usr_0240,2024-11-01,False,False
usr_0031,usr_0227,2023-04-10,True,True
usr_0031,usr_0471,2023-03-29,False,True
usr_0031,usr_0030,2023-03-17,True,True
usr_0032,usr_0084,2023-10-27,False,False
usr_0032,usr_0609,2024-03-09,True,True
usr_0032,usr_0743,2025-01-18,False,True
usr_0032,usr_0187,2023-02-03,True,True
usr_0032,usr_0711,2023-02-28,True,True
usr_0033,usr_0242,2023-12-25,True,False
usr_0033,usr_0429,2023-10-08,True,False
usr_0033,usr_0031,2025-02-07,True,True
usr_0033,usr_0146,2024-04-25,False,False
usr_0033,usr_0058,2024-02-28,False,True
usr_0033,usr_0596,2024-09-16,True,False
usr_0033,usr_0213,2023-08-12,True,False
usr_0033,usr_0548,2024-04-19,False,False
usr_0033,usr_0557,2025-04-21,False,True
usr_0034,usr_0696,2023-03-31,True,False
usr_0035,usr_0019,2025-03-21,True,False
usr_0035,usr_0036,2024-10-30,False,False
usr_0035,usr_0188,2023-01-08,True,False
usr_0035,usr_0754,2024-01-27,False,False
usr_0035,usr_0389,2023-03-28,True,False
usr_0036,usr_0493,2023-05-31,True,True
usr_0036,usr_0242,2023-07-16,False,False
usr_0036,usr_0539,2024-08-17,False,True
usr_0036,usr_0504,2025-02-17,False,False
usr_0036,usr_0125,2023-09-14,True,True
usr_0036,usr_0327,2023-01-05,True,False
usr_0036,usr_0385,2025-04-28,True,True
usr_0036,usr_0667,2023-03-09,True,False
usr_0036,usr_0798,2024-10-23,False,True
usr_0037,usr_0092,2025-03-29,False,True
usr_0037,usr_0225,2023-06-02,True,False
usr_0037,usr_0535,2024-03-17,True,False
usr_0037,usr_0096,2023-10-11,True,True
usr_0037,usr_0652,2024-07-14,True,True
usr_0039,usr_0725,2023-12-13,False,False
usr_0039,usr_0562,2024-12-10,True,False
usr_0039,usr_0736,2024-09-19,True,True
usr_0040,usr_0599,2023-12-16,False,False
usr_0040,usr_0459,2024-06-17,False,True
usr_0041,usr_0056,2023-03-07,False,False
usr_0041,usr_0375,2023-08-15,True,True
usr_0041,usr_0091,2024-06-01,False,False
usr_0041,usr_0579,2023-05-05,False,False
usr_0041,usr_0194,2023-02-25,False,False
usr_0042,usr_0427,2024-05-13,False,True
usr_0042,usr_0538,2023-08-24,False,True
usr_0042,usr_0531,2024-11-07,False,False
usr_0042,usr_0410,2023-10-07,False,True
usr_0043,usr_0064,2024-05-26,False,True
usr_0043,usr_0639,2023-01-29,True,True
usr_0043,usr_0540,2023-06-08,False,False
usr_0043,usr_0037,2023-01-14,True,True
usr_0043,usr_0392,2024-07-01,True,False
usr_0043,usr_0581,2023-11-17,True,True
usr_0043,usr_0032,2023-06-25,False,False
usr_0043,usr_0361,2023-12-15,True,True
usr_0043,usr_0126,2024-07-01,False,False
usr_0044,usr_0478,2023-01-06,False,False
usr_0045,usr_0772,2024-10-10,False,True
usr_0045,usr_0001,2023-10-28,False,True
usr_0045,usr_0548,2024-02-07,True,False
usr_0045,usr_0634,2024-07-24,False,False
usr_0045,usr_0018,2023-05-24,False,False
usr_0045,usr_0181,2023-02-18,False,False
usr_0045,usr_0404,2023-07-14,True,True
usr_0046,usr_0204,2024-09-24,False,False
usr_0047,usr_0169,2024-01-08,True,False
usr_0047,usr_0457,2023-03-26,True,True
usr_0047,usr_0144,2024-01-13,True,False
usr_0047,usr_0126,2024-04-05,False,True
usr_0047,usr_0310,2023-01-01,True,True
usr_0048,usr_0520,2023-12-25,True,True
usr_0048,usr_0593,2023-01-10,False,False
usr_0048,usr_0190,2024-02-13,False,True
usr_0048,usr_0549,2023-09-03,False,False
usr_0048,usr_0552,2025-02-06,False,True
usr_0048,usr_0226,2023-12-21,True,True
usr_0048,usr_0064,2025-02-09,False,False
usr_0048,usr_0730,2024-05-06,True,True
usr_0048,usr_0498,2023-02-08,True,False
usr_0049,usr_0252,2023-01-24,False,False
usr_0049,usr_0474,2023-03-02,False,True
usr_0049,usr_0484,2024-10-21,True,True
usr_0049,usr_0222,2023-01-02,False,True
usr_0049,usr_0651,2023-07-11,True,True
usr_0049,usr_0393,2023-06-11,False,True
usr_0049,usr_0322,2023-01-13,True,False
usr_0049,usr_0193,2023-03-07,True,True
usr_0049,usr_0779,2023-11-21,True,True
usr_0049,usr_0373,2024-01-03,True,False
usr_0050,usr_0301,2024-06-11,True,False
usr_0050,usr_0276,2023-10-21,True,False
usr_0050,usr_0203,2025-04-22,False,False
usr_0050,usr_0122,2025-02-04,False,False
usr_0050,usr_0725,2023-11-01,True,True
usr_0050,usr_0082,2023-07-12,False,False
usr_0050,usr_0681,2025-01-12,True,False
usr_0051,usr_0487,2023-05-15,False,True
usr_0051,usr_0485,2025-01-04,True,True
usr_0051,usr_0127,2023-04-23,False,True
usr_0052,usr_0017,2025-01-13,False,True
usr_0052,usr_0292,2023-04-19,False,False
usr_0052,usr_0609,2023-08-10,True,False
usr_0052,usr_0386,2024-11-21,True,True
usr_0052,usr_0726,2023-07-16,False,False
usr_0052,usr_0664,2024-05-22,True,True
usr_0052,usr_0513,2024-07-20,False,True
usr_0052,usr_0480,2024-09-28,True,True
usr_0053,usr_0240,2024-08-18,False,False
usr_0053,usr_0283,2024-12-10,True,False
usr_0053,usr_0165,2023-02-02,True,False
usr_0053,usr_0785,2024-07-22,True,True
usr_0054,usr_0660,2023-12-28,True,True
usr_0054,usr_0663,2023-09-13,True,True
usr_0054,usr_0338,2024-09-27,False,False
usr_0054,usr_0049,2024-02-28,False,False
usr_0054,usr_0206,2025-01-25,True,True
usr_0054,usr_0600,2024-03-07,False,False
usr_0054,usr_0423,2024-01-27,False,False
usr_0055,usr_0489,2024-09-19,True,True
usr_0055,usr_0357,2024-09-17,True,False
usr_0055,usr_0729,2024-02-05,True,False
usr_0055,usr_0705,2024-11-06,True,False
usr_0055,usr_0616,2023-04-26,False,True
usr_0055,usr_0688,2023-01-04,True,True
usr_0055,usr_0214,2025-03-04,False,True
usr_0055,usr_0782,2023-07-10,True,True
usr_0055,usr_0766,2023-07-12,False,True
usr_0055,usr_0109,2023-12-11,True,True
usr_0056,usr_0308,2024-06-29,True,True
usr_0056,usr_0373,2023-01-15,False,True
usr_0056,usr_0728,2024-08-06,False,True
usr_0056,usr_0114,2024-09-08,False,True
usr_0056,usr_0440,2023-12-29,True,False
usr_0056,usr_0120,2023-05-27,False,True
usr_0056,usr_0026,2023-11-23,True,True
usr_0056,usr_0205,2024-07-12,True,True
usr_0056,usr_0382,2024-08-20,True,False
usr_0056,usr_0703,2024-11-15,False,True
usr_0057,usr_0535,2023-09-06,True,True
usr_0057,usr_0666,2025-04-29,False,False
usr_0057,usr_0390,2023-06-30,True,False
usr_0057,usr_0718,2023-02-25,False,False
usr_0057,usr_0412,2023-01-12,False,False
usr_0057,usr_0402,2024-04-18,False,True
usr_0057,usr_0526,2023-06-14,False,False
usr_0057,usr_0291,2024-10-18,False,False
usr_0057,usr_0488,2023-10-23,False,True
usr_0057,usr_0271,2024-12-17,True,True
usr_0059,usr_0333,2024-01-11,False,True
usr_0059,usr_0730,2024-05-12,False,False
usr_0059,usr_0486,2024-07-15,True,False
usr_0059,usr_0117,2023-05-28,False,True
usr_0059,usr_0386,2025-04-13,True,False
usr_0060,usr_0303,2024-08-14,True,False
usr_0060,usr_0464,2023-08-29,True,False
usr_0062,usr_0480,2024-02-19,False,True
usr_0062,usr_0063,2023-03-24,True,False
usr_0062,usr_0233,2024-06-06,False,False
usr_0062,usr_0083,2023-03-07,True,True
usr_0062,usr_0418,2023-03-25,True,True
usr_0062,usr_0542,2024-04-06,False,False
usr_0063,usr_0347,2023-01-02,True,True
usr_0063,usr_0576,2024-08-28,False,True
usr_0063,usr_0571,2023-08-23,True,True
usr_0063,usr_0637,2023-12-28,True,False
usr_0063,usr_0505,2023-02-06,False,False
usr_0064,usr_0001,2023-06-14,False,False
usr_0064,usr_0684,2023-06-16,False,False
usr_0064,usr_0181,2023-08-06,False,True
usr_0064,usr_0593,2023-11-30,True,True
usr_0064,usr_0129,2023-03-25,False,True
usr_0064,usr_0357,2024-02-09,False,False
usr_0064,usr_0165,2024-05-14,False,False
usr_0064,usr_0469,2023-12-08,False,True
usr_0064,usr_0466,2023-12-31,True,False
usr_0064,usr_0005,2024-12-28,False,True
usr_0065,usr_0076,2024-11-07,False,True
usr_0066,usr_0765,2025-03-07,False,False
usr_0066,usr_0010,2023-04-01,False,False
usr_0066,usr_0417,2025-03-29,False,True
usr_0066,usr_0714,2023-01-23,True,False
usr_0066,usr_0226,2024-06-03,False,False
usr_0066,usr_0607,2024-08-01,False,False
usr_0066,usr_0584,2024-10-14,False,False
usr_0066,usr_0580,2023-02-11,True,False
usr_0066,usr_0378,2024-07-21,False,False
usr_0066,usr_0534,2023-12-08,True,True
usr_0068,usr_0172,2024-04-08,True,True
usr_0068,usr_0268,2023-12-20,False,True
usr_0068,usr_0151,2024-06-09,True,False
usr_0068,usr_0239,2023-08-27,True,False
usr_0068,usr_0346,2024-12-29,True,False
usr_0068,usr_0085,2023-02-26,False,True
usr_0068,usr_0345,2023-09-28,False,False
usr_0068,usr_0276,2023-07-02,True,True
usr_0068,usr_0707,2024-03-11,True,True
usr_0069,usr_0554,2024-09-10,False,False
usr_0069,usr_0415,2024-05-01,False,False
usr_0069,usr_0108,2024-07-30,True,True
usr_0069,usr_0373,2023-04-29,False,True
usr_0069,usr_0201,2024-03-29,False,True
usr_0069,usr_0251,2024-01-08,True,False
usr_0069,usr_0060,2024-02-16,True,True
usr_0069,usr_0419,2024-07-12,True,False
usr_0069,usr_0165,2023-07-02,True,True
usr_0069,usr_0631,2024-02-15,True,False
usr_0070,usr_0152,2023-11-22,False,False
usr_0070,usr_0700,2023-08-30,False,True
usr_0070,usr_0104,2023-09-29,False,False
usr_0070,usr_0316,2023-03-20,False,True
usr_0070,usr_0139,2024-04-26,False,False
usr_0070,usr_0352,2023-02-04,False,False
usr_0071,usr_0607,2024-06-18,False,False
usr_0071,usr_0272,2024-03-08,False,True
usr_0071,usr_0162,2024-12-25,False,True
usr_0071,usr_0346,2024-03-26,False,False
usr_0072,usr_0414,2025-02-04,False,False
usr_0072,usr_0578,2024-06-18,True,True
usr_0072,usr_0059,2024-06-07,True,False
usr_0072,usr_0319,2024-10-25,False,True
usr_0072,usr_0745,2024-12-20,True,False
usr_0072,usr_0386,2023-04-12,True,True
usr_0072,usr_0584,2024-02-19,True,False
usr_0072,usr_0081,2025-03-19,False,True
usr_0072,usr_0778,2023-11-07,False,False
usr_0073,usr_0144,2023-08-27,True,True
usr_0073,usr_0377,2024-01-26,False,False
usr_0073,usr_0452,2023-07-14,False,True
usr_0074,usr_0646,2023-06-10,True,False
usr_0074,usr_0582,2024-06-22,False,True
usr_0075,usr_0065,2023-04-03,False,True
usr_0075,usr_0778,2024-02-25,True,False
usr_0075,usr_0223,2023-04-12,False,False
usr_0075,usr_0619,2024-07-21,True,False
usr_0075,usr_0435,2024-03-01,False,True
usr_0075,usr_0267,2023-05-16,True,False
usr_0075,usr_0020,2023-11-09,False,True
usr_0075,usr_0084,2023-07-20,False,True
usr_0076,usr_0263,2025-01-19,False,False
usr_0076,usr_0184,2023-11-23,False,True
usr_0076,usr_0642,2024-02-06,False,False
usr_0078,usr_0517,2023-03-29,True,True
usr_0078,usr_0278,2023-11-11,False,False
usr_0078,usr_0310,2025-01-23,False,False
usr_0078,usr_0125,2024-03-26,False,False
usr_0078,usr_0417,2023-04-01,False,True
usr_0078,usr_0547,2024-07-07,True,False
usr_0078,usr_0328,2023-12-30,True,False
usr_0078,usr_0154,2023-05-06,True,True
usr_0078,usr_0162,2024-08-30,False,True
usr_0078,usr_0751,2024-05-10,True,True
usr_0079,usr_0626,2024-03-24,True,True
usr_0079,usr_0543,2024-10-24,True,False
usr_0079,usr_0231,2023-02-11,False,False
usr_0079,usr_0496,2024-09-03,True,False
usr_0079,usr_0690,2023-04-01,True,True
usr_0079,usr_0267,2024-07-21,True,True
usr_0079,usr_0702,2024-11-03,False,True
usr_0079,usr_0399,2025-03-24,False,False
usr_0079,usr_0633,2024-04-09,False,True
usr_0080,usr_0648,2024-12-31,True,True
usr_0080,usr_0231,2024-11-24,False,True
usr_0080,usr_0225,2024-07-16,False,False
usr_0080,usr_0435,2023-07-29,False,False
usr_0080,usr_0326,2023-02-03,True,True
usr_0080,usr_0272,2023-08-13,True,False
usr_0080,usr_0743,2023-03-15,True,False
usr_0081,usr_0088,2024-11-07,True,False
usr_0081,usr_0113,2023-09-18,True,True
usr_0081,usr_0632,2023-03-11,False,True
usr_0081,usr_0576,2024-01-01,True,True
usr_0081,usr_0378,2024-09-10,True,True
usr_0081,usr_0768,2023-10-26,True,False
usr_0081,usr_0330,2024-08-13,False,True
usr_0081,usr_0646,2024-06-22,False,True
usr_0082,usr_0215,2023-08-12,False,False
usr_0082,usr_0149,2023-05-24,True,False
usr_0082,usr_0498,2024-09-29,False,False
usr_0082,usr_0449,2023-11-08,True,True
usr_0082,usr_0311,2024-02-09,True,False
usr_0082,usr_0180,2024-08-06,False,False
usr_0082,usr_0588,2025-01-02,True,True
usr_0082,usr_0377,2024-06-17,False,True
usr_0083,usr_0601,2024-10-08,False,True
usr_0083,usr_0293,2024-04-18,True,True
usr_0083,usr_0318,2024-01-17,True,False
usr_0083,usr_0333,2024-07-09,True,False
usr_0083,usr_0740,2024-04-07,True,False
usr_0084,usr_0473,2024-10-13,False,False
usr_0084,usr_0774,2023-02-12,False,True
usr_0084,usr_0410,2024-02-05,True,True
usr_0084,usr_0330,2024-02-15,True,False
usr_0084,usr_0582,2023-08-08,False,False
usr_0084,usr_0738,2025-03-30,False,True
usr_0084,usr_0443,2023-12-27,True,True
usr_0084,usr_0498,2023-05-30,False,False
usr_0084,usr_0725,2024-11-05,True,True
usr_0084,usr_0282,2024-04-21,True,False
usr_0085,usr_0740,2023-01-21,False,True
usr_0085,usr_0351,2023-10-10,True,False
usr_0085,usr_0601,2023-01-04,False,False
usr_0085,usr_0286,2024-10-12,False,True
usr_0085,usr_0661,2023-04-23,True,False
usr_0085,usr_0482,2024-03-17,False,True
usr_0086,usr_0177,2025-01-09,False,True
usr_0086,usr_0054,2025-04-07,False,False
usr_0087,usr_0143,2023-09-13,True,True
usr_0087,usr_0211,2024-08-20,False,False
usr_0087,usr_0639,2024-10-08,True,True
usr_0087,usr_0271,2024-12-16,True,False
usr_0087,usr_0026,2025-02-26,True,False
usr_0087,usr_0800,2025-03-11,False,True
usr_0087,usr_0246,2023-03-19,True,False
usr_0087,usr_0576,2024-01-28,True,True
usr_0087,usr_0111,2024-10-11,False,False
usr_0088,usr_0257,2023-11-23,False,False
usr_0088,usr_0276,2024-06-12,False,True
usr_0088,usr_0619,2025-02-04,False,False
usr_0088,usr_0297,2025-03-11,True,True
usr_0088,usr_0413,2023-03-06,True,True
usr_0088,usr_0696,2024-10-19,False,True
usr_0088,usr_0047,2023-11-22,False,False
usr_0088,usr_0718,2023-08-01,True,False
usr_0088,usr_0066,2024-01-22,True,True
usr_0089,usr_0546,2023-04-02,True,False
usr_0089,usr_0179,2024-11-22,False,True
usr_0090,usr_0255,2024-02-12,True,True
usr_0090,usr_0184,2024-07-26,True,True
usr_0090,usr_0692,2024-05-02,True,False
usr_0090,usr_0202,2023-04-21,False,False
usr_0090,usr_0520,2024-09-12,False,True
usr_0091,usr_0363,2024-04-21,True,True
usr_0091,usr_0728,2024-04-28,False,True
usr_0091,usr_0085,2023-05-11,False,True
usr_0092,usr_0664,2023-05-24,False,False
usr_0092,usr_0478,2025-01-14,False,False
usr_0092,usr_0463,2024-05-27,False,True
usr_0092,usr_0579,2023-12-22,True,False
usr_0092,usr_0538,2023-06-30,True,False
usr_0092,usr_0593,2023-09-02,False,False
usr_0092,usr_0362,2025-04-05,False,True
usr_0093,usr_0615,2023-03-04,False,False
usr_0093,usr_0659,2023-07-18,True,False
usr_0093,usr_0552,2024-07-23,False,False
usr_0093,usr_0519,2024-11-20,False,False
usr_0093,usr_0097,2025-01-07,False,True
usr_0093,usr_0434,2023-07-26,True,True
usr_0093,usr_0335,2023-06-19,True,False
usr_0093,usr_0611,2023-07-08,False,True
usr_0093,usr_0041,2024-07-02,False,True
usr_0093,usr_0008,2025-02-09,False,True
usr_0094,usr_0410,2024-05-09,True,True
usr_0094,usr_0444,2024-08-08,True,True
usr_0094,usr_0201,2025-04-12,True,True
usr_0094,usr_0435,2023-09-26,True,False
usr_0095,usr_0367,2023-11-02,False,False
usr_0095,usr_0464,2024-06-05,False,False
usr_0095,usr_0622,2023-08-10,True,False
usr_0095,usr_0114,2023-11-11,False,False
usr_0095,usr_0508,2024-04-18,False,False
usr_0096,usr_0701,2024-05-02,False,False
usr_0096,usr_0784,2023-07-17,True,False
usr_0096,usr_0200,2024-07-12,True,True
usr_0096,usr_0481,2023-09-16,False,False
usr_0096,usr_0483,2024-08-06,False,False
usr_0096,usr_0033,2023-11-27,False,True
usr_0096,usr_0582,2023-04-18,True,True
usr_0096,usr_0506,2023-01-18,False,True
usr_0096,usr_0368,2023-09-25,False,True
usr_0096,usr_0167,2025-03-19,False,False
usr_0097,usr_0412,2023-06-07,False,False
usr_0097,usr_0305,2025-03-11,True,True
usr_0098,usr_0708,2023-04-22,False,False
usr_0098,usr_0701,2024-05-09,True,True
usr_0098,usr_0391,2023-08-07,False,False
usr_0099,usr_0719,2024-09-28,False,True
usr_0099,usr_0300,2023-12-04,True,True
usr_0099,usr_0020,2023-12-22,True,True
usr_0099,usr_0784,2024-08-14,True,True
usr_0099,usr_0417,2023-10-23,False,True
usr_0099,usr_0781,2024-01-01,False,True
usr_0099,usr_0282,2024-12-28,False,False
usr_0099,usr_0310,2024-09-03,True,False
usr_0099,usr_0028,2023-11-11,False,False
usr_0100,usr_0155,2023-12-19,True,True
usr_0100,usr_0343,2024-09-30,True,False
usr_0100,usr_0062,2023-04-08,False,True
usr_0100,usr_0102,2024-08-23,False,True
usr_0100,usr_0400,2025-03-24,True,False
usr_0100,usr_0507,2024-01-16,True,True
usr_0100,usr_0236,2023-08-05,False,True
usr_0100,usr_0301,2024-06-21,True,False
usr_0100,usr_0266,2023-05-04,False,True
usr_0100,usr_0064,2023-03-14,False,True
usr_0101,usr_0639,2024-02-26,False,True
usr_0101,usr_0616,2024-09-23,False,True
usr_0101,usr_0266,2024-01-30,False,False
usr_0102,usr_0580,2024-12-18,True,False
usr_0102,usr_0557,2024-02-18,True,False
usr_0102,usr_0691,2025-04-16,False,True
usr_0102,usr_0201,2023-05-28,True,False
usr_0102,usr_0675,2024-06-18,True,True
usr_0103,usr_0466,2025-01-15,True,True
usr_0103,usr_0305,2023-06-03,True,False
usr_0103,usr_0391,2024-12-31,False,True
usr_0103,usr_0316,2024-11-26,False,False
usr_0103,usr_0451,2024-07-26,False,True
usr_0103,usr_0667,2024-05-27,False,False
usr_0104,usr_0092,2023-03-07,False,True
usr_0104,usr_0404,2024-09-01,False,True
